,index,pl_name,hostname,sy_snum,sy_pnum,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
1072,2645,HIP 8541 b,HIP 8541,2,1,7.83,1.02,-1.02,0.0,1.17,0.28,-0.28,0.0
1073,2646,HIP 90988 b,HIP 90988,1,1,3.94,0.04,-0.04,0.0,1.3,0.08,-0.08,0.0
1074,2647,HIP 91258 b,HIP 91258,1,1,1.0,0.04,-0.04,0.0,0.95,0.03,-0.03,0.0
1075,2649,HIP 97233 b,HIP 97233,1,1,5.34,0.55,-0.55,0.0,1.93,0.11,-0.11,0.0
1076,2650,HN Peg b,HN Peg,1,1,1.01,0.05,-0.06,0.0,1.08,0.14,-0.14,0.0
1077,2651,HR 2562 b,HR 2562,1,1,,,,,1.3,,,0.0
1078,2652,HR 5183 b,HR 5183,2,1,1.53,0.06,-0.05,0.0,1.07,0.04,-0.04,0.0
1079,2654,HR 810 b,HR 810,1,1,,,,,1.03,0.02,-0.02,0.0
1080,2657,HR 858 b,HR 858,2,3,1.31,0.02,-0.02,0.0,1.15,0.07,-0.08,0.0
1081,2659,HR 858 c,HR 858,2,3,1.31,0.02,-0.02,0.0,1.15,0.07,-0.08,0.0
1082,2661,HR 858 d,HR 858,2,3,1.31,0.02,-0.02,0.0,1.15,0.07,-0.08,0.0
1083,2662,HR 8799 b,HR 8799,1,4,,,,,1.51,0.04,-0.02,0.0
1084,2666,HR 8799 c,HR 8799,1,4,1.49,0.05,-0.05,0.0,1.61,0.32,-0.21,0.0
1085,2670,HR 8799 d,HR 8799,1,4,,,,,1.5,0.3,-0.3,0.0
1086,2674,HR 8799 e,HR 8799,1,4,1.49,0.05,-0.05,0.0,1.61,0.32,-0.21,0.0
1087,2678,HU Aqr AB b,HU Aqr,2,2,,,,,0.88,,,0.0
1088,2679,HU Aqr AB c,HU Aqr,2,2,,,,,0.88,,,0.0
1089,2680,HW Vir b,HW Vir,3,1,,,,,0.48,0.01,-0.01,0.0
1090,2681,IC 4651 9122 b,IC 4651 9122,1,1,,,,,2.1,,,0.0
1091,2682,K2-10 b,K2-10,1,1,0.9,0.05,-0.03,0.0,,,,
1092,2692,K2-100 b,K2-100,1,1,1.22,0.07,-0.06,0.0,1.15,0.23,-0.1,0.0
1093,2703,K2-101 b,K2-101,1,1,0.72,,,0.0,,,,
1094,2712,K2-102 b,K2-102,1,1,0.71,0.03,-0.03,0.0,0.77,0.06,-0.06,0.0
1095,2715,K2-104 b,K2-104,1,1,0.48,0.01,-0.01,0.0,,,,
1096,2725,K2-105 b,K2-105,1,1,0.95,0.11,-0.1,0.0,1.01,0.07,-0.07,0.0
1097,2734,K2-107 b,K2-107,1,1,1.81,0.06,-0.06,0.0,1.3,0.05,-0.05,0.0
1098,2740,K2-108 b,K2-108,1,1,1.76,0.04,-0.04,0.0,1.17,0.06,-0.06,0.0
1099,2748,K2-11 b,K2-11,1,1,0.83,0.02,-0.02,0.0,,,,
1100,2754,K2-110 b,K2-110,1,1,0.69,0.02,-0.02,0.0,,,,
1101,2762,K2-111 b,K2-111,1,2,0.92,0.11,-0.08,0.0,,,,
1102,2768,K2-111 c,K2-111,1,2,1.25,0.02,-0.02,0.0,0.84,0.02,-0.02,0.0
1103,2769,K2-113 b,K2-113,1,1,1.33,,,0.0,,,,
1104,2773,K2-114 b,K2-114,1,1,0.87,0.02,-0.02,0.0,0.89,0.03,-0.02,0.0
1105,2780,K2-115 b,K2-115,1,1,0.88,0.01,-0.01,0.0,0.95,0.02,-0.02,0.0
1106,2786,K2-116 b,K2-116,1,1,0.69,0.02,-0.02,0.0,,,,
1107,2791,K2-117 b,K2-117,1,2,0.4,0.07,-0.02,0.0,,,,
1108,2799,K2-117 c,K2-117,1,2,0.51,0.05,-0.05,0.0,0.53,0.06,-0.06,0.0
1109,2805,K2-118 b,K2-118,1,1,0.79,,,0.0,0.78,,,0.0
1110,2808,K2-119 b,K2-119,1,1,0.68,0.04,-0.04,0.0,0.76,0.08,-0.08,0.0
1111,2815,K2-12 b,K2-12,1,1,1.01,0.12,-0.09,0.0,,,,
1112,2823,K2-120 b,K2-120,1,1,0.67,0.04,-0.03,0.0,0.69,0.07,-0.07,0.0
1113,2827,K2-121 b,K2-121,1,1,0.68,0.01,-0.01,0.0,0.72,0.01,-0.01,0.0
1114,2837,K2-122 b,K2-122,2,1,0.53,0.05,-0.06,0.0,,,,
1115,2846,K2-123 b,K2-123,1,1,0.59,0.01,-0.01,0.0,0.62,0.01,-0.01,0.0
1116,2855,K2-124 b,K2-124,1,1,0.3,0.08,-0.06,0.0,,,,
1117,2863,K2-125 b,K2-125,1,1,0.4,0.03,-0.03,0.0,0.49,0.05,-0.06,0.0
1118,2865,K2-126 b,K2-126,1,1,0.67,0.05,-0.07,0.0,0.67,0.1,-0.08,0.0
1119,2874,K2-127 b,K2-127,1,1,0.66,0.01,-0.01,0.0,0.72,0.01,-0.01,0.0
1120,2880,K2-128 b,K2-128,1,1,0.58,0.03,-0.04,0.0,,,,
1121,2885,K2-129 b,K2-129,1,1,0.36,0.01,-0.01,0.0,0.34,0.02,-0.02,0.0
1122,2888,K2-13 b,K2-13,1,1,0.88,,,0.0,,,,
1123,2893,K2-130 b,K2-130,1,1,0.64,0.02,-0.02,0.0,,,,
1124,2898,K2-131 b,K2-131,1,1,0.77,0.03,-0.03,0.0,0.8,0.03,-0.03,0.0
1125,2904,K2-132 b,K2-132,1,1,2.16,0.26,-0.2,0.0,,,,
1126,2909,K2-133 b,K2-133,1,4,0.47,0.03,-0.03,0.0,0.51,0.03,-0.03,0.0
1127,2911,K2-133 c,K2-133,1,4,0.46,0.02,-0.02,0.0,0.46,0.01,-0.01,0.0
1128,2913,K2-133 d,K2-133,1,4,0.47,0.03,-0.03,0.0,0.51,0.03,-0.03,0.0
1129,2915,K2-133 e,K2-133,1,4,0.46,0.02,-0.02,0.0,0.46,0.01,-0.01,0.0
1130,2916,K2-136 b,K2-136,2,3,0.72,0.07,-0.07,0.0,0.69,0.03,-0.03,0.0
1131,2918,K2-136 c,K2-136,2,3,0.72,0.07,-0.07,0.0,0.69,0.03,-0.03,0.0
1132,2921,K2-136 d,K2-136,2,3,0.66,0.02,-0.02,0.0,0.74,0.02,-0.02,0.0
1133,2923,K2-137 b,K2-137,1,1,0.44,0.04,-0.04,0.0,0.46,0.05,-0.05,0.0
1134,2924,K2-138 b,K2-138,1,6,0.86,0.03,-0.02,0.0,0.94,0.02,-0.02,0.0
1135,2927,K2-138 c,K2-138,1,6,0.86,0.03,-0.02,0.0,0.94,0.02,-0.02,0.0
1136,2930,K2-138 d,K2-138,1,6,0.84,0.05,-0.05,0.0,0.92,0.08,-0.1,0.0
1137,2933,K2-138 e,K2-138,1,6,0.84,0.05,-0.05,0.0,0.92,0.08,-0.1,0.0
1138,2936,K2-138 f,K2-138,1,6,0.86,0.08,-0.08,0.0,0.93,0.06,-0.06,0.0
1139,2939,K2-138 g,K2-138,1,6,0.86,0.03,-0.02,0.0,0.94,0.02,-0.02,0.0
1140,2941,K2-139 b,K2-139,1,1,0.91,0.04,-0.05,0.0,,,,
1141,2947,K2-14 b,K2-14,1,1,0.39,0.04,-0.04,0.0,,,,
1142,2955,K2-140 b,K2-140,1,1,0.99,0.01,-0.01,0.0,1.0,0.02,-0.02,0.0
1143,2961,K2-141 b,K2-141,1,2,0.68,0.02,-0.02,0.0,0.71,0.03,-0.03,0.0
1144,2964,K2-141 c,K2-141,1,2,0.68,0.02,-0.02,0.0,0.71,0.03,-0.03,0.0
1145,2965,K2-146 b,K2-146,1,2,0.23,,,0.0,,,,
1146,2974,K2-146 c,K2-146,1,2,0.33,0.01,-0.01,0.0,0.33,0.01,-0.01,0.0
1147,2976,K2-147 b,K2-147,1,1,0.31,0.06,-0.08,0.0,,,,
1148,2978,K2-148 b,K2-148,2,3,0.37,0.04,-0.08,0.0,,,,
1149,2980,K2-148 c,K2-148,2,3,0.37,0.04,-0.08,0.0,,,,
1150,2982,K2-148 d,K2-148,2,3,0.63,0.06,-0.06,0.0,0.65,0.06,-0.06,0.0
1151,2984,K2-149 b,K2-149,1,1,0.57,0.06,-0.06,0.0,0.59,0.06,-0.06,0.0
1152,2985,K2-15 b,K2-15,1,1,0.76,,,0.0,,,,
1153,2991,K2-150 b,K2-150,1,1,0.36,0.07,-0.04,0.0,,,,
1154,2993,K2-151 b,K2-151,2,1,0.43,0.04,-0.04,0.0,0.44,0.05,-0.05,0.0
1155,2997,K2-152 b,K2-152,1,1,0.61,0.01,-0.01,0.0,0.63,0.01,-0.01,0.0
1156,3000,K2-153 b,K2-153,1,1,0.54,0.02,-0.02,0.0,0.53,0.02,-0.02,0.0
1157,3003,K2-154 b,K2-154,1,2,0.65,0.02,-0.02,0.0,0.63,0.02,-0.02,0.0
1158,3006,K2-154 c,K2-154,1,2,0.65,0.02,-0.02,0.0,0.63,0.02,-0.02,0.0
1159,3009,K2-155 b,K2-155,1,3,0.53,0.05,-0.05,0.0,0.54,0.06,-0.06,0.0
1160,3011,K2-155 c,K2-155,1,3,0.53,0.05,-0.05,0.0,0.54,0.06,-0.06,0.0
1161,3013,K2-155 d,K2-155,1,3,0.58,0.06,-0.03,0.0,0.65,0.06,-0.03,0.0
1162,3015,K2-156 b,K2-156,1,1,0.62,0.02,-0.02,0.0,,,,
1163,3019,K2-157 b,K2-157,1,1,0.88,0.05,-0.03,0.0,,,,
1164,3021,K2-158 b,K2-158,1,2,0.89,0.07,-0.04,0.0,,,,
1165,3025,K2-158 c,K2-158,1,2,0.95,0.04,-0.06,0.0,0.94,0.14,-0.1,0.0
1166,3027,K2-159 b,K2-159,1,1,0.83,0.04,-0.03,0.0,,,,
1167,3031,K2-16 b,K2-16,1,3,0.64,0.03,-0.03,0.0,,,,
1168,3038,K2-16 c,K2-16,1,3,0.64,0.03,-0.03,0.0,0.67,0.04,-0.03,0.0
1169,3045,K2-160 b,K2-160,1,1,0.91,0.04,-0.03,0.0,,,,
1170,3047,K2-161 b,K2-161,1,1,2.57,0.31,-0.25,0.0,,,,
1171,3049,K2-162 b,K2-162,1,1,0.73,0.02,-0.02,0.0,0.78,0.02,-0.03,0.0
1172,3053,K2-163 b,K2-163,1,1,0.76,0.02,-0.01,0.0,,,,
1173,3055,K2-164 b,K2-164,1,1,2.2,0.31,-0.25,0.0,1.18,0.09,-0.06,0.0
1174,3059,K2-165 b,K2-165,1,3,0.8,0.05,-0.03,0.0,,,,
1175,3061,K2-165 c,K2-165,1,3,0.8,0.05,-0.03,0.0,0.83,0.03,-0.03,0.0
1176,3063,K2-165 d,K2-165,1,3,0.8,0.05,-0.03,0.0,0.83,0.03,-0.03,0.0
1177,3065,K2-166 b,K2-166,1,2,1.55,0.07,-0.1,0.0,1.12,0.14,-0.16,0.0
1178,3069,K2-167 b,K2-167,1,1,1.18,,,0.0,,,,
1179,3072,K2-168 b,K2-168,1,2,0.87,0.07,-0.04,0.0,0.91,0.03,-0.03,0.0
1180,3077,K2-169 b,K2-169,1,1,0.92,0.05,-0.03,0.0,,,,
1181,3081,K2-17 b,K2-17,1,1,0.72,0.05,-0.07,0.0,0.63,0.07,-0.09,0.0
1182,3091,K2-170 b,K2-170,1,2,0.98,0.11,-0.07,0.0,,,,
1183,3095,K2-170 c,K2-170,1,2,0.98,0.11,-0.07,0.0,,,,
1184,3099,K2-171 b,K2-171,1,1,1.72,0.22,-0.19,0.0,0.89,0.06,-0.03,0.0
1185,3103,K2-172 b,K2-172,1,2,0.87,0.04,-0.03,0.0,,,,
1186,3107,K2-172 c,K2-172,1,2,0.82,0.1,-0.06,0.0,,,,
1187,3112,K2-173 b,K2-173,1,1,0.84,0.06,-0.04,0.0,,,,
1188,3115,K2-174 b,K2-174,1,1,0.76,0.07,-0.05,0.0,0.66,0.08,-0.09,0.0
1189,3122,K2-175 b,K2-175,1,1,1.42,0.21,-0.17,0.0,1.09,0.06,-0.04,0.0
1190,3124,K2-176 b,K2-176,1,1,0.86,0.03,-0.02,0.0,,,,
1191,3127,K2-177 b,K2-177,1,1,1.21,0.09,-0.06,0.0,,,,
1192,3129,K2-178 b,K2-178,1,1,0.89,0.04,-0.03,0.0,0.95,0.02,-0.03,0.0
1193,3132,K2-179 b,K2-179,1,1,0.71,0.05,-0.03,0.0,0.85,0.12,-0.08,0.0
1194,3136,K2-18 b,K2-18,1,2,0.36,,,0.0,,,,
1195,3147,K2-18 c,K2-18,1,2,0.41,0.04,-0.04,0.0,0.36,0.05,-0.05,0.0
1196,3148,K2-180 b,K2-180,1,1,0.69,0.01,-0.01,0.0,,,,
1197,3156,K2-181 b,K2-181,1,1,1.06,0.05,-0.07,0.0,0.98,0.13,-0.12,0.0
1198,3163,K2-182 b,K2-182,1,1,0.82,,,0.0,,,,
1199,3171,K2-183 b,K2-183,1,3,0.87,0.04,-0.02,0.0,,,,
1200,3174,K2-183 c,K2-183,1,3,0.92,,,0.0,,,,
1201,3181,K2-183 d,K2-183,1,3,0.87,0.04,-0.02,0.0,,,,
1202,3186,K2-184 b,K2-184,1,1,0.82,0.04,-0.03,0.0,,,,
1203,3194,K2-185 b,K2-185,1,2,0.89,0.01,-0.01,0.0,,,,
1204,3198,K2-185 c,K2-185,1,2,0.91,0.04,-0.03,0.0,,,,
1205,3201,K2-186 b,K2-186,1,1,0.98,0.08,-0.04,0.0,,,,
1206,3204,K2-187 b,K2-187,1,4,0.89,0.04,-0.03,0.0,0.97,0.03,-0.02,0.0
1207,3208,K2-187 c,K2-187,1,4,0.89,0.04,-0.03,0.0,,,,
1208,3213,K2-187 d,K2-187,1,4,0.92,0.04,-0.07,0.0,,,,
1209,3220,K2-187 e,K2-187,1,4,0.89,0.04,-0.03,0.0,0.97,0.03,-0.02,0.0
1210,3225,K2-188 b,K2-188,1,2,1.19,0.03,-0.03,0.0,1.06,0.03,-0.03,0.0
1211,3228,K2-188 c,K2-188,1,2,1.22,0.05,-0.06,0.0,1.07,0.17,-0.12,0.0
1212,3235,K2-189 b,K2-189,1,2,0.87,0.01,-0.01,0.0,0.94,0.03,-0.03,0.0
1213,3239,K2-189 c,K2-189,1,2,0.88,,,0.0,,,,
1214,3246,K2-19 b,K2-19,1,3,0.81,0.09,-0.05,0.0,,,,
1215,3261,K2-19 c,K2-19,1,3,0.83,0.04,-0.03,0.0,,,,
1216,3275,K2-19 d,K2-19,1,3,0.86,0.04,-0.04,0.0,0.93,0.05,-0.05,0.0
1217,3282,K2-190 b,K2-190,1,2,0.98,0.06,-0.03,0.0,0.99,0.15,-0.11,0.0
1218,3286,K2-190 c,K2-190,1,2,0.91,0.1,-0.06,0.0,0.9,0.03,-0.04,0.0
1219,3288,K2-191 b,K2-191,1,1,0.89,0.06,-0.06,0.0,0.83,0.12,-0.08,0.0
1220,3293,K2-192 b,K2-192,1,1,0.83,0.04,-0.03,0.0,0.87,0.02,-0.03,0.0
1221,3298,K2-193 b,K2-193,1,1,0.96,0.07,-0.04,0.0,0.99,0.03,-0.03,0.0
1222,3304,K2-194 b,K2-194,1,1,1.28,0.18,-0.17,0.0,,,,
1223,3308,K2-195 b,K2-195,1,2,0.99,0.02,-0.02,0.0,0.94,0.04,-0.04,0.0
1224,3314,K2-195 c,K2-195,1,2,0.95,0.02,-0.07,0.0,,,,
1225,3317,K2-196 b,K2-196,1,1,1.54,0.23,-0.19,0.0,1.16,0.07,-0.05,0.0
1226,3319,K2-197 b,K2-197,1,1,0.96,,,0.0,,,,
1227,3325,K2-198 b,K2-198,1,3,0.76,0.04,-0.02,0.0,0.8,0.09,-0.04,0.0
1228,3330,K2-198 c,K2-198,1,3,0.76,0.04,-0.02,0.0,0.8,0.09,-0.04,0.0
1229,3332,K2-198 d,K2-198,1,3,0.76,0.04,-0.02,0.0,0.8,0.09,-0.04,0.0
1230,3335,K2-199 b,K2-199,1,2,0.67,0.02,-0.02,0.0,0.71,0.02,-0.02,0.0
1231,3341,K2-199 c,K2-199,1,2,0.67,0.02,-0.02,0.0,,,,
1232,3347,K2-200 b,K2-200,1,1,0.81,0.05,-0.04,0.0,0.83,0.1,-0.09,0.0
1233,3351,K2-201 b,K2-201,1,2,0.92,0.04,-0.03,0.0,,,,
1234,3354,K2-201 c,K2-201,1,2,0.88,0.03,-0.02,0.0,0.96,0.02,-0.02,0.0
1235,3357,K2-202 b,K2-202,1,1,0.91,0.05,-0.03,0.0,0.97,0.03,-0.03,0.0
1236,3360,K2-203 b,K2-203,1,1,0.78,0.05,-0.03,0.0,,,,
1237,3363,K2-204 b,K2-204,1,1,1.18,0.16,-0.14,0.0,,,,
1238,3366,K2-205 b,K2-205,1,1,1.08,0.13,-0.11,0.0,,,,
1239,3369,K2-206 b,K2-206,1,1,0.76,0.03,-0.03,0.0,,,,
1240,3371,K2-207 b,K2-207,1,1,0.93,0.09,-0.05,0.0,,,,
1241,3374,K2-208 b,K2-208,1,1,0.86,0.03,-0.03,0.0,0.93,0.03,-0.03,0.0
1242,3377,K2-209 b,K2-209,1,1,0.71,0.02,-0.02,0.0,0.74,0.03,-0.02,0.0
1243,3379,K2-21 b,K2-21,1,2,0.6,,,0.0,,,,
1244,3386,K2-21 c,K2-21,1,2,0.6,0.1,-0.1,0.0,0.64,0.11,-0.11,0.0
1245,3394,K2-210 b,K2-210,1,1,0.85,0.04,-0.03,0.0,0.91,0.02,-0.03,0.0
1246,3396,K2-211 b,K2-211,1,1,0.82,0.03,-0.02,0.0,0.88,0.02,-0.03,0.0
1247,3399,K2-212 b,K2-212,1,1,0.6,0.02,-0.01,0.0,0.62,0.02,-0.02,0.0
1248,3404,K2-213 b,K2-213,1,1,1.2,0.17,-0.13,0.0,1.07,0.06,-0.04,0.0
1249,3406,K2-214 b,K2-214,1,1,1.25,0.02,-0.03,0.0,,,,
1250,3411,K2-215 b,K2-215,1,1,1.08,0.04,-0.01,0.0,,,,
1251,3414,K2-216 b,K2-216,1,1,0.71,,,0.0,,,,
1252,3420,K2-217 b,K2-217,1,1,1.33,0.2,-0.17,0.0,,,,
1253,3423,K2-218 b,K2-218,1,1,1.01,0.08,-0.05,0.0,,,,
1254,3426,K2-219 b,K2-219,1,3,1.19,0.16,-0.14,0.0,1.02,0.03,-0.03,0.0
1255,3429,K2-219 c,K2-219,1,3,1.32,0.04,-0.03,0.0,,,,
1256,3432,K2-219 d,K2-219,1,3,1.32,0.04,-0.03,0.0,,,,
1257,3435,K2-22 b,K2-22,2,1,0.57,,,0.0,,,,
1258,3443,K2-220 b,K2-220,1,1,1.06,0.06,-0.02,0.0,,,,
1259,3448,K2-221 b,K2-221,1,1,1.07,0.02,-0.01,0.0,,,,
1260,3451,K2-222 b,K2-222,1,1,1.04,0.13,-0.1,0.0,0.95,0.04,-0.04,0.0
1261,3455,K2-223 b,K2-223,1,2,1.01,0.06,-0.03,0.0,1.07,0.03,-0.03,0.0
1262,3459,K2-223 c,K2-223,1,2,0.98,0.06,-0.04,0.0,1.05,0.15,-0.11,0.0
1263,3463,K2-224 b,K2-224,1,2,0.8,0.05,-0.03,0.0,1.01,0.15,-0.11,0.0
1264,3467,K2-224 c,K2-224,1,2,0.84,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0
1265,3470,K2-225 b,K2-225,1,1,1.21,0.2,-0.13,0.0,1.11,0.05,-0.03,0.0
1266,3474,K2-226 b,K2-226,1,1,0.82,0.03,-0.03,0.0,0.89,0.03,-0.03,0.0
1267,3478,K2-227 b,K2-227,1,1,0.89,0.04,-0.03,0.0,0.95,0.03,-0.03,0.0
1268,3480,K2-228 b,K2-228,1,1,0.7,0.02,-0.02,0.0,,,,
1269,3484,K2-229 b,K2-229,1,2,0.79,0.03,-0.02,0.0,0.84,0.02,-0.03,0.0
1270,3490,K2-229 c,K2-229,1,2,0.79,0.05,-0.06,0.0,0.89,0.13,-0.09,0.0
1271,3495,K2-230 b,K2-230,1,1,1.18,0.14,-0.09,0.0,1.13,0.04,-0.03,0.0
1272,3499,K2-231 b,K2-231,1,1,1.03,0.01,-0.02,0.0,,,,
1273,3501,K2-232 b,K2-232,1,1,1.16,0.02,-0.02,0.0,1.19,0.03,-0.03,0.0
1274,3503,K2-233 b,K2-233,1,3,0.74,0.03,-0.03,0.0,0.8,0.03,-0.03,0.0
1275,3505,K2-233 c,K2-233,1,3,0.71,0.01,-0.01,0.0,0.79,0.01,-0.01,0.0
1276,3507,K2-233 d,K2-233,1,3,0.71,0.01,-0.01,0.0,0.79,0.01,-0.01,0.0
1277,3509,K2-237 b,K2-237,1,1,1.43,0.06,-0.07,0.0,1.28,0.03,-0.04,0.0
1278,3511,K2-238 b,K2-238,1,1,1.59,0.16,-0.16,0.0,1.19,0.08,-0.08,0.0
1279,3512,K2-239 b,K2-239,1,3,0.36,0.01,-0.01,0.0,0.4,0.01,-0.01,0.0
1280,3513,K2-239 c,K2-239,1,3,0.36,0.01,-0.01,0.0,0.4,0.01,-0.01,0.0
1281,3514,K2-239 d,K2-239,1,3,0.36,0.01,-0.01,0.0,0.4,0.01,-0.01,0.0
1282,3515,K2-24 b,K2-24,1,2,1.21,0.11,-0.11,0.0,1.12,0.05,-0.05,0.0
1283,3525,K2-24 c,K2-24,1,2,0.77,,,0.0,,,,
1284,3535,K2-240 b,K2-240,1,2,0.54,0.01,-0.01,0.0,0.58,0.01,-0.01,0.0
1285,3536,K2-240 c,K2-240,1,2,0.54,0.01,-0.01,0.0,0.58,0.01,-0.01,0.0
1286,3537,K2-241 b,K2-241,1,1,0.75,0.01,-0.01,0.0,0.71,0.01,-0.01,0.0
1287,3539,K2-242 b,K2-242,1,1,0.36,0.01,-0.01,0.0,0.35,0.02,-0.02,0.0
1288,3541,K2-243 b,K2-243,1,2,1.62,0.06,-0.1,0.0,1.06,0.13,-0.13,0.0
1289,3543,K2-243 c,K2-243,1,2,1.39,0.03,-0.03,0.0,1.29,0.04,-0.06,0.0
1290,3545,K2-244 b,K2-244,1,1,0.92,0.02,-0.01,0.0,0.86,0.02,-0.02,0.0
1291,3548,K2-245 b,K2-245,1,1,1.15,0.06,-0.06,0.0,1.11,0.15,-0.14,0.0
1292,3550,K2-246 b,K2-246,1,1,0.93,,,0.0,0.97,,,0.0
1293,3552,K2-247 b,K2-247,1,2,0.69,0.02,-0.01,0.0,0.74,0.03,-0.03,0.0
1294,3554,K2-247 c,K2-247,1,2,0.76,,,0.0,0.64,,,0.0
1295,3556,K2-248 b,K2-248,1,1,0.92,0.02,-0.02,0.0,0.88,0.04,-0.03,0.0
1296,3558,K2-249 b,K2-249,1,1,1.57,0.06,-0.06,0.0,1.32,0.09,-0.12,0.0
1297,3560,K2-25 b,K2-25,1,1,0.29,0.02,-0.02,0.0,0.29,0.02,-0.02,0.0
1298,3562,K2-250 b,K2-250,1,1,0.81,0.02,-0.02,0.0,0.8,0.03,-0.02,0.0
1299,3564,K2-251 b,K2-251,1,1,0.49,0.02,-0.02,0.0,0.49,0.02,-0.02,0.0
1300,3566,K2-252 b,K2-252,1,1,0.83,0.06,-0.05,0.0,0.83,0.1,-0.1,0.0
1301,3568,K2-253 b,K2-253,1,1,1.1,0.04,-0.04,0.0,1.08,0.05,-0.08,0.0
1302,3570,K2-254 b,K2-254,1,2,0.71,,,0.0,0.69,,,0.0
1303,3572,K2-254 c,K2-254,1,2,0.71,,,0.0,0.69,,,0.0
1304,3574,K2-255 b,K2-255,1,1,0.79,0.08,-0.08,0.0,0.67,0.06,-0.1,0.0
1305,3576,K2-256 b,K2-256,1,1,0.71,,,0.0,0.9,,,0.0
1306,3578,K2-257 b,K2-257,1,1,0.5,0.01,-0.01,0.0,0.52,0.01,-0.01,0.0
1307,3580,K2-258 b,K2-258,1,1,1.37,0.07,-0.09,0.0,1.03,0.14,-0.12,0.0
1308,3582,K2-259 b,K2-259,1,1,1.08,0.09,-0.05,0.0,,,,
1309,3585,K2-26 b,K2-26,1,1,0.52,0.08,-0.08,0.0,,,,
1310,3591,K2-260 b,K2-260,1,1,1.69,0.03,-0.03,0.0,1.39,0.05,-0.06,0.0
1311,3592,K2-261 b,K2-261,1,1,1.65,0.04,-0.04,0.0,1.1,0.01,-0.02,0.0
1312,3593,K2-263 b,K2-263,1,1,0.88,0.06,-0.02,0.0,,,,
1313,3596,K2-264 b,K2-264,1,2,0.47,0.01,-0.01,0.0,0.5,0.01,-0.01,0.0
1314,3598,K2-264 c,K2-264,1,2,0.47,0.01,-0.01,0.0,0.47,0.01,-0.01,0.0
1315,3600,K2-265 b,K2-265,2,1,0.89,0.06,-0.03,0.0,,,,
1316,3606,K2-266 b,K2-266,2,4,0.7,0.02,-0.02,0.0,0.69,0.03,-0.03,0.0
1317,3607,K2-266 c,K2-266,2,4,0.7,0.02,-0.02,0.0,0.69,0.03,-0.03,0.0
1318,3608,K2-266 d,K2-266,2,4,0.7,0.02,-0.02,0.0,0.69,0.03,-0.03,0.0
1319,3609,K2-266 e,K2-266,2,4,0.7,0.02,-0.02,0.0,0.69,0.03,-0.03,0.0
1320,3610,K2-268 b,K2-268,1,5,0.78,0.01,-0.01,0.0,0.84,0.02,-0.02,0.0
1321,3613,K2-268 c,K2-268,1,5,0.8,0.06,-0.04,0.0,0.84,0.12,-0.09,0.0
1322,3620,K2-268 d,K2-268,1,5,0.78,0.02,-0.02,0.0,0.84,0.02,-0.02,0.0
1323,3622,K2-268 e,K2-268,1,5,0.77,0.04,-0.03,0.0,,,,
1324,3624,K2-268 f,K2-268,1,5,0.77,0.04,-0.03,0.0,,,,
1325,3626,K2-269 b,K2-269,1,1,1.31,0.22,-0.16,0.0,,,,
1326,3630,K2-27 b,K2-27,3,1,1.03,0.19,-0.19,0.0,,,,
1327,3640,K2-270 b,K2-270,1,2,0.82,,,0.0,,,,
1328,3643,K2-270 c,K2-270,1,2,0.73,0.06,-0.05,0.0,,,,
1329,3649,K2-271 b,K2-271,1,1,0.83,,,0.0,,,,
1330,3654,K2-272 b,K2-272,1,1,0.83,0.03,-0.03,0.0,0.86,0.05,-0.05,0.0
1331,3661,K2-273 b,K2-273,1,1,0.86,,,0.0,,,,
1332,3669,K2-274 b,K2-274,1,1,0.74,,,0.0,,,,
1333,3677,K2-275 b,K2-275,1,2,0.73,0.02,-0.02,0.0,,,,
1334,3684,K2-275 c,K2-275,1,2,0.69,0.01,-0.01,0.0,0.77,0.01,-0.01,0.0
1335,3689,K2-276 b,K2-276,1,1,0.85,0.02,-0.02,0.0,0.82,0.02,-0.02,0.0
1336,3693,K2-277 b,K2-277,1,1,0.98,0.05,-0.05,0.0,1.01,0.11,-0.15,0.0
1337,3699,K2-278 b,K2-278,1,1,1.71,0.1,-0.08,0.0,0.98,0.13,-0.12,0.0
1338,3703,K2-279 b,K2-279,1,1,0.76,,,0.0,,,,
1339,3707,K2-28 b,K2-28,1,1,0.29,0.03,-0.03,0.0,0.26,0.05,-0.05,0.0
1340,3714,K2-280 b,K2-280,1,1,1.45,,,0.0,,,,
1341,3719,K2-281 b,K2-281,1,1,0.76,0.01,-0.01,0.0,0.82,0.03,-0.03,0.0
1342,3722,K2-282 b,K2-282,1,2,0.93,,,0.0,,,,
1343,3725,K2-283 b,K2-283,1,1,0.82,0.01,-0.01,0.0,0.89,0.03,-0.03,0.0
1344,3728,K2-284 b,K2-284,1,1,0.61,0.02,-0.02,0.0,0.63,0.01,-0.01,0.0
1345,3729,K2-285 b,K2-285,1,4,0.79,0.02,-0.02,0.0,0.83,0.02,-0.02,0.0
1346,3730,K2-285 c,K2-285,1,4,0.79,0.02,-0.02,0.0,0.83,0.02,-0.02,0.0
1347,3731,K2-285 d,K2-285,1,4,0.79,0.02,-0.02,0.0,0.83,0.02,-0.02,0.0
1348,3732,K2-285 e,K2-285,1,4,0.79,0.02,-0.02,0.0,0.83,0.02,-0.02,0.0
