,pl_name,sy_snum,sy_pnum,st_mass
2923,Kepler-308 b,1,2,1.0
2924,Kepler-308 c,1,2,1.02
2925,Kepler-309 b,1,2,0.51
2926,Kepler-309 c,1,2,0.75
2927,Kepler-31 b,1,3,1.19
2928,Kepler-31 c,1,3,1.19
2929,Kepler-31 d,1,3,1.21
2930,Kepler-310 b,1,3,
2931,Kepler-310 c,1,3,0.91
2932,Kepler-310 d,1,3,0.89
2933,Kepler-311 b,1,2,0.97
2934,Kepler-311 c,1,2,0.97
2935,Kepler-312 b,1,2,1.2
2936,Kepler-312 c,1,2,1.17
2937,Kepler-313 b,1,2,
2938,Kepler-313 c,1,2,1.07
2939,Kepler-314 b,1,2,0.98
2940,Kepler-314 c,1,2,0.89
2941,Kepler-315 b,1,2,0.82
2942,Kepler-315 c,1,2,0.88
2943,Kepler-316 b,1,2,0.56
2944,Kepler-316 c,1,2,0.67
2945,Kepler-317 b,1,2,0.92
2946,Kepler-317 c,1,2,
2947,Kepler-318 b,1,2,1.11
2948,Kepler-318 c,1,2,
2949,Kepler-319 b,1,3,1.35
2950,Kepler-319 c,1,3,1.35
2951,Kepler-319 d,1,3,0.99
2952,Kepler-32 b,1,5,0.57
2953,Kepler-32 c,1,5,0.57
2954,Kepler-32 d,1,5,0.52
2955,Kepler-32 e,1,5,0.58
2956,Kepler-32 f,1,5,0.52
2957,Kepler-320 b,1,2,1.33
2958,Kepler-320 c,1,2,1.12
2959,Kepler-321 b,1,2,1.03
2960,Kepler-321 c,1,2,1.06
2961,Kepler-322 b,1,2,0.88
2962,Kepler-322 c,1,2,0.92
2963,Kepler-323 b,1,2,
2964,Kepler-323 c,1,2,1.05
2965,Kepler-324 b,1,3,0.9
2966,Kepler-324 c,1,3,0.89
2967,Kepler-325 b,1,3,
2968,Kepler-325 c,1,3,
2969,Kepler-325 d,1,3,0.89
2970,Kepler-326 b,1,3,0.91
2971,Kepler-326 c,1,3,0.88
2972,Kepler-326 d,1,3,0.93
2973,Kepler-327 b,1,3,0.5
2974,Kepler-327 c,1,3,0.5
2975,Kepler-327 d,1,3,0.58
2976,Kepler-328 b,1,2,1.15
2977,Kepler-328 c,1,2,1.13
2978,Kepler-329 b,1,2,0.57
2979,Kepler-329 c,1,2,0.56
2980,Kepler-33 b,1,5,1.07
2981,Kepler-33 c,1,5,1.07
2982,Kepler-33 d,1,5,1.07
2983,Kepler-33 e,1,5,1.07
2984,Kepler-33 f,1,5,1.1
2985,Kepler-330 b,1,2,0.82
2986,Kepler-330 c,1,2,0.82
2987,Kepler-331 b,1,3,0.74
2988,Kepler-331 c,1,3,0.73
2989,Kepler-331 d,1,3,0.54
2990,Kepler-332 b,1,3,0.81
2991,Kepler-332 c,1,3,0.81
2992,Kepler-332 d,1,3,
2993,Kepler-333 b,2,2,
2994,Kepler-333 c,2,2,0.66
2995,Kepler-334 b,1,3,1.07
2996,Kepler-334 c,1,3,0.96
2997,Kepler-334 d,1,3,
2998,Kepler-335 b,1,2,1.02
2999,Kepler-335 c,1,2,1.02
3000,Kepler-336 b,1,3,1.06
3001,Kepler-336 c,1,3,
3002,Kepler-336 d,1,3,
3003,Kepler-337 b,1,2,
3004,Kepler-337 c,1,2,0.97
3005,Kepler-338 b,1,4,
3006,Kepler-338 c,1,4,1.06
3007,Kepler-338 d,1,4,1.06
3008,Kepler-338 e,1,4,1.14
3009,Kepler-339 b,1,3,0.93
3010,Kepler-339 c,1,3,0.96
3011,Kepler-339 d,1,3,
3012,Kepler-34 b,2,1,1.05
3013,Kepler-340 b,1,2,2.05
3014,Kepler-340 c,1,2,1.65
3015,Kepler-341 b,1,4,1.01
3016,Kepler-341 c,1,4,
3017,Kepler-341 d,1,4,
3018,Kepler-341 e,1,4,1.0
3019,Kepler-342 b,1,4,1.26
3020,Kepler-342 c,1,4,1.2
3021,Kepler-342 d,1,4,1.19
3022,Kepler-342 e,1,4,1.26
3023,Kepler-343 b,1,2,1.03
3024,Kepler-343 c,1,2,
3025,Kepler-344 b,1,2,0.92
3026,Kepler-344 c,1,2,0.94
3027,Kepler-345 b,1,2,0.71
3028,Kepler-345 c,1,2,0.62
3029,Kepler-346 b,1,2,0.98
3030,Kepler-346 c,1,2,1.06
3031,Kepler-347 b,1,2,1.05
3032,Kepler-347 c,1,2,
3033,Kepler-348 b,1,2,1.2
3034,Kepler-348 c,1,2,1.33
3035,Kepler-349 b,1,2,1.0
3036,Kepler-349 c,1,2,1.0
3037,Kepler-35 b,2,1,0.89
3038,Kepler-350 b,1,3,1.33
3039,Kepler-350 c,1,3,1.19
3040,Kepler-350 d,1,3,1.33
3041,Kepler-351 b,1,3,
3042,Kepler-351 c,1,3,0.91
3043,Kepler-351 d,1,3,0.91
3044,Kepler-352 b,1,2,0.84
3045,Kepler-352 c,1,2,
3046,Kepler-353 b,2,2,0.55
3047,Kepler-353 c,2,2,0.54
3048,Kepler-354 b,1,3,0.73
3049,Kepler-354 c,1,3,0.7
3050,Kepler-354 d,1,3,0.7
3051,Kepler-355 b,1,2,1.0
3052,Kepler-355 c,1,2,1.04
3053,Kepler-356 b,1,2,1.09
3054,Kepler-356 c,1,2,1.11
3055,Kepler-357 b,1,3,0.79
3056,Kepler-357 c,1,3,0.78
3057,Kepler-357 d,1,3,0.78
3058,Kepler-358 b,1,2,
3059,Kepler-358 c,1,2,1.03
3060,Kepler-359 b,1,3,1.14
3061,Kepler-359 c,1,3,1.09
3062,Kepler-359 d,1,3,1.1
3063,Kepler-36 b,1,2,1.0
3064,Kepler-36 c,1,2,1.07
3065,Kepler-360 b,1,2,1.02
3066,Kepler-360 c,1,2,0.99
3067,Kepler-361 b,1,2,1.19
3068,Kepler-361 c,1,2,
3069,Kepler-362 b,1,2,0.81
3070,Kepler-362 c,1,2,
3071,Kepler-363 b,1,3,0.97
3072,Kepler-363 c,1,3,1.28
3073,Kepler-363 d,1,3,0.97
3074,Kepler-364 b,1,2,
3075,Kepler-364 c,1,2,
3076,Kepler-365 b,1,2,1.04
3077,Kepler-365 c,1,2,
3078,Kepler-366 b,1,2,1.09
3079,Kepler-366 c,1,2,1.07
3080,Kepler-367 b,1,2,0.78
3081,Kepler-367 c,1,2,0.76
3082,Kepler-368 b,1,2,
3083,Kepler-368 c,1,2,
3084,Kepler-369 b,1,2,0.56
3085,Kepler-369 c,1,2,0.43
3086,Kepler-37 b,1,4,0.8
3087,Kepler-37 c,1,4,0.8
3088,Kepler-37 d,1,4,0.94
3089,Kepler-37 e,1,4,0.75
3090,Kepler-370 b,1,2,
3091,Kepler-370 c,1,2,0.95
3092,Kepler-371 b,1,2,
3093,Kepler-371 c,1,2,1.04
3094,Kepler-372 b,1,3,1.15
3095,Kepler-372 c,1,3,1.18
3096,Kepler-372 d,1,3,1.18
3097,Kepler-373 b,1,2,0.93
3098,Kepler-373 c,1,2,
3099,Kepler-374 b,1,3,
3100,Kepler-374 c,1,3,1.01
3101,Kepler-374 d,1,3,1.04
3102,Kepler-375 b,1,2,
3103,Kepler-375 c,1,2,0.96
3104,Kepler-376 b,1,2,
3105,Kepler-376 c,1,2,0.95
3106,Kepler-377 b,1,2,1.07
3107,Kepler-377 c,1,2,1.1
3108,Kepler-378 b,1,2,0.97
3109,Kepler-378 c,1,2,0.97
3110,Kepler-379 b,1,2,1.12
3111,Kepler-379 c,1,2,1.09
3112,Kepler-38 b,2,1,0.94
3113,Kepler-380 b,1,2,0.99
3114,Kepler-380 c,1,2,0.99
3115,Kepler-381 b,1,2,1.29
3116,Kepler-381 c,1,2,1.27
3117,Kepler-382 b,1,2,0.96
3118,Kepler-382 c,1,2,
3119,Kepler-383 b,1,2,
3120,Kepler-383 c,1,2,
3121,Kepler-384 b,1,2,0.77
3122,Kepler-384 c,1,2,0.89
3123,Kepler-385 b,1,3,1.05
3124,Kepler-385 c,1,3,1.09
3125,Kepler-385 d,1,3,1.05
3126,Kepler-386 b,1,2,0.77
3127,Kepler-386 c,1,2,0.83
3128,Kepler-387 b,1,2,1.04
3129,Kepler-387 c,1,2,1.13
3130,Kepler-388 b,1,2,
3131,Kepler-388 c,1,2,0.63
3132,Kepler-389 b,1,2,0.82
3133,Kepler-389 c,1,2,0.82
3134,Kepler-39 b,1,1,1.1
3135,Kepler-390 b,2,2,0.88
3136,Kepler-390 c,2,2,0.79
3137,Kepler-391 b,1,2,1.31
3138,Kepler-391 c,1,2,
3139,Kepler-392 b,1,2,1.1
3140,Kepler-392 c,1,2,1.12
3141,Kepler-393 b,1,2,1.31
3142,Kepler-393 c,1,2,1.21
3143,Kepler-394 b,1,2,1.15
3144,Kepler-394 c,1,2,1.13
3145,Kepler-395 b,1,2,0.53
3146,Kepler-395 c,1,2,0.62
3147,Kepler-396 b,1,2,
3148,Kepler-396 c,1,2,0.92
3149,Kepler-397 b,1,2,
3150,Kepler-397 c,1,2,0.84
3151,Kepler-398 b,1,3,0.7
3152,Kepler-398 c,1,3,
3153,Kepler-398 d,1,3,0.72
3154,Kepler-399 b,1,3,0.71
3155,Kepler-399 c,1,3,0.94
3156,Kepler-399 d,1,3,
3157,Kepler-4 b,1,1,1.03
3158,Kepler-40 b,1,1,1.46
3159,Kepler-400 b,1,2,1.03
3160,Kepler-400 c,1,2,1.07
3161,Kepler-401 b,1,3,1.16
3162,Kepler-401 c,1,3,1.05
3163,Kepler-401 d,1,3,1.16
3164,Kepler-402 b,1,4,1.21
3165,Kepler-402 c,1,4,1.01
3166,Kepler-402 d,1,4,1.15
3167,Kepler-402 e,1,4,1.14
3168,Kepler-403 b,1,3,1.15
3169,Kepler-403 c,1,3,
3170,Kepler-403 d,1,3,1.15
3171,Kepler-404 b,1,2,0.93
3172,Kepler-404 c,1,2,0.95
3173,Kepler-405 b,1,2,
3174,Kepler-405 c,1,2,0.95
3175,Kepler-406 b,1,2,0.99
3176,Kepler-406 c,1,2,1.06
3177,Kepler-407 b,1,2,0.96
3178,Kepler-407 c,1,2,1.0
3179,Kepler-408 b,1,1,1.14
3180,Kepler-409 b,1,1,0.9
3181,Kepler-41 b,1,1,0.94
3182,Kepler-410 A b,2,1,1.24
3183,Kepler-411 b,2,4,0.81
3184,Kepler-411 c,2,4,0.82
3185,Kepler-411 d,2,4,0.79
3186,Kepler-411 e,2,4,0.87
3187,Kepler-412 b,1,1,1.17
3188,Kepler-413 b,2,1,0.82
3189,Kepler-414 b,1,2,0.94
3190,Kepler-414 c,1,2,0.95
3191,Kepler-415 b,1,2,
3192,Kepler-415 c,1,2,0.59
3193,Kepler-416 b,1,2,1.0
3194,Kepler-416 c,1,2,1.0
3195,Kepler-417 b,1,2,0.9
3196,Kepler-417 c,1,2,0.9
3197,Kepler-418 b,1,1,1.07
3198,Kepler-419 b,1,2,1.29
3199,Kepler-419 c,1,2,1.39
3200,Kepler-42 b,1,3,
3201,Kepler-42 c,1,3,0.13
3202,Kepler-42 d,1,3,0.62
3203,Kepler-421 b,1,1,0.9
3204,Kepler-422 b,1,1,1.08
3205,Kepler-423 b,1,1,1.03
3206,Kepler-424 b,1,2,0.93
3207,Kepler-424 c,1,2,1.01
3208,Kepler-425 b,1,1,0.93
3209,Kepler-426 b,1,1,0.96
3210,Kepler-427 b,1,1,1.06
3211,Kepler-428 b,1,1,0.83
3212,Kepler-43 b,1,1,1.21
3213,Kepler-430 b,1,2,1.1
3214,Kepler-430 c,1,2,1.03
3215,Kepler-431 b,1,3,1.1
3216,Kepler-431 c,1,3,
3217,Kepler-431 d,1,3,1.1
3218,Kepler-432 b,2,2,
3219,Kepler-432 c,2,2,1.32
3220,Kepler-433 b,1,1,1.08
3221,Kepler-434 b,1,1,1.03
3222,Kepler-435 b,1,1,1.13
3223,Kepler-436 b,1,2,0.73
3224,Kepler-436 c,1,2,0.71
3225,Kepler-437 b,1,1,0.74
3226,Kepler-438 b,1,1,0.54
3227,Kepler-439 b,1,1,0.86
3228,Kepler-44 b,1,1,1.09
3229,Kepler-440 b,1,1,0.64
3230,Kepler-441 b,1,1,0.57
3231,Kepler-442 b,1,1,0.7
3232,Kepler-443 b,1,1,
3233,Kepler-444 b,3,5,0.84
3234,Kepler-444 c,3,5,0.69
3235,Kepler-444 d,3,5,0.62
3236,Kepler-444 e,3,5,0.69
3237,Kepler-444 f,3,5,
3238,Kepler-445 b,1,3,0.28
3239,Kepler-445 c,1,3,0.18
3240,Kepler-445 d,1,3,0.28
3241,Kepler-446 b,1,3,0.27
3242,Kepler-446 c,1,3,0.19
3243,Kepler-446 d,1,3,0.19
3244,Kepler-447 b,1,1,1.0
3245,Kepler-448 c,1,2,1.5
3246,Kepler-449 b,1,2,0.91
3247,Kepler-449 c,1,2,0.97
3248,Kepler-45 b,1,1,0.59
3249,Kepler-450 b,1,3,1.3
3250,Kepler-450 c,1,3,1.35
3251,Kepler-450 d,1,3,1.35
3252,Kepler-452 b,1,1,0.87
3253,Kepler-453 b,2,1,0.94
3254,Kepler-454 b,2,2,1.0
3255,Kepler-454 c,2,2,1.03
3256,Kepler-458 c,1,2,1.15
3257,Kepler-46 b,1,3,0.82
3258,Kepler-46 c,1,3,0.9
3259,Kepler-46 d,1,3,0.88
3260,Kepler-460 c,1,2,1.03
3261,Kepler-461 b,1,1,1.06
3262,Kepler-462 b,1,2,1.82
3263,Kepler-462 c,1,2,1.82
3264,Kepler-463 b,1,1,0.79
3265,Kepler-464 b,1,1,1.06
3266,Kepler-465 b,1,1,1.14
3267,Kepler-466 b,1,2,0.94
3268,Kepler-466 c,1,2,1.03
3269,Kepler-467 b,1,1,0.99
3270,Kepler-468 b,1,1,0.98
3271,Kepler-47 b,2,3,1.05
3272,Kepler-47 c,2,3,1.05
3273,Kepler-47 d,2,3,0.96
3274,Kepler-470 b,1,1,1.29
3275,Kepler-471 b,1,1,1.17
3276,Kepler-472 b,1,1,0.78
3277,Kepler-473 b,1,1,1.02
3278,Kepler-474 b,1,1,0.91
3279,Kepler-475 b,1,1,0.8
3280,Kepler-476 b,1,1,1.04
3281,Kepler-477 b,2,1,0.71
3282,Kepler-478 b,1,1,
3283,Kepler-479 b,1,1,0.81
3284,Kepler-48 b,1,4,0.96
3285,Kepler-48 c,1,4,0.95
3286,Kepler-48 d,1,4,0.95
3287,Kepler-48 e,1,4,0.88
3288,Kepler-480 b,1,1,1.19
3289,Kepler-481 b,1,1,1.0
3290,Kepler-482 b,1,1,0.65
3291,Kepler-483 b,1,1,1.11
3292,Kepler-484 b,1,1,0.99
3293,Kepler-485 b,1,1,1.03
3294,Kepler-486 b,1,1,0.74
3295,Kepler-487 b,1,2,0.95
3296,Kepler-487 c,1,2,
3297,Kepler-488 b,1,1,1.1
3298,Kepler-489 b,1,1,0.74
3299,Kepler-49 b,1,4,
3300,Kepler-49 c,1,4,0.54
3301,Kepler-49 d,1,4,0.54
3302,Kepler-49 e,1,4,0.63
3303,Kepler-490 b,1,1,1.16
3304,Kepler-491 b,1,1,0.96
3305,Kepler-492 b,1,1,0.79
3306,Kepler-493 b,1,1,1.36
3307,Kepler-494 b,1,1,0.77
3308,Kepler-495 b,1,1,0.86
3309,Kepler-496 b,1,1,
3310,Kepler-497 b,1,1,1.0
3311,Kepler-498 b,1,1,0.98
3312,Kepler-499 b,1,1,
3313,Kepler-5 b,1,1,1.37
3314,Kepler-50 b,1,2,1.24
3315,Kepler-50 c,1,2,1.18
3316,Kepler-500 b,1,1,1.12
3317,Kepler-501 b,1,1,1.15
3318,Kepler-502 b,1,1,1.1
3319,Kepler-504 b,2,1,0.33
3320,Kepler-505 b,1,1,0.55
3321,Kepler-506 b,1,1,1.16
3322,Kepler-507 b,1,1,1.11
3323,Kepler-508 b,1,1,1.14
3324,Kepler-509 b,1,1,1.08
3325,Kepler-51 b,1,3,
3326,Kepler-51 c,1,3,1.05
3327,Kepler-51 d,1,3,1.04
3328,Kepler-510 b,1,1,0.84
3329,Kepler-511 b,1,1,1.12
3330,Kepler-512 b,1,1,
3331,Kepler-513 b,1,1,0.92
3332,Kepler-514 b,2,1,1.11
3333,Kepler-515 b,2,1,1.0
3334,Kepler-516 b,1,1,
3335,Kepler-517 b,2,1,0.86
3336,Kepler-518 b,1,1,1.17
3337,Kepler-519 b,2,1,0.9
3338,Kepler-52 b,1,3,0.66
3339,Kepler-52 c,1,3,0.56
3340,Kepler-52 d,1,3,0.66
3341,Kepler-520 b,1,2,1.13
3342,Kepler-520 c,1,2,1.13
3343,Kepler-521 b,1,1,1.41
3344,Kepler-522 b,1,1,1.28
3345,Kepler-523 b,1,1,0.94
3346,Kepler-524 b,1,2,
3347,Kepler-524 c,1,2,1.05
3348,Kepler-525 b,1,1,0.96
3349,Kepler-526 b,1,1,1.13
3350,Kepler-527 b,1,1,1.23
3351,Kepler-528 b,1,1,0.95
3352,Kepler-529 b,1,2,1.13
3353,Kepler-529 c,1,2,1.0
3354,Kepler-53 b,1,3,0.98
3355,Kepler-53 c,1,3,1.0
3356,Kepler-53 d,1,3,1.0
3357,Kepler-530 b,2,1,1.01
3358,Kepler-531 b,1,1,0.77
3359,Kepler-532 b,1,1,0.84
3360,Kepler-533 b,1,1,0.96
3361,Kepler-534 b,1,1,1.08
3362,Kepler-535 b,1,1,
3363,Kepler-536 b,1,1,0.96
3364,Kepler-537 b,1,1,1.01
3365,Kepler-538 b,2,1,0.88
3366,Kepler-539 b,1,2,0.99
3367,Kepler-539 c,1,2,1.05
3368,Kepler-54 b,1,3,0.51
3369,Kepler-54 c,1,3,0.56
3370,Kepler-54 d,1,3,0.48
3371,Kepler-540 b,1,1,0.91
3372,Kepler-541 b,1,1,1.04
3373,Kepler-542 b,1,1,0.93
3374,Kepler-543 b,1,1,0.65
3375,Kepler-544 b,1,1,1.21
3376,Kepler-545 b,1,1,0.97
3377,Kepler-546 b,1,1,0.98
3378,Kepler-547 b,1,1,0.72
3379,Kepler-548 b,1,1,0.81
3380,Kepler-549 b,1,2,0.85
3381,Kepler-549 c,1,2,0.9
3382,Kepler-55 b,1,5,0.72
3383,Kepler-55 c,1,5,0.72
3384,Kepler-55 d,1,5,0.65
3385,Kepler-55 e,1,5,0.65
3386,Kepler-55 f,1,5,0.65
3387,Kepler-550 b,1,1,0.86
3388,Kepler-551 b,1,1,0.66
3389,Kepler-552 b,1,1,1.04
3390,Kepler-553 b,1,2,0.86
3391,Kepler-553 c,1,2,0.79
3392,Kepler-554 b,1,1,0.94
3393,Kepler-555 b,1,1,1.07
3394,Kepler-556 b,1,1,
3395,Kepler-557 b,1,1,1.0
3396,Kepler-558 b,1,1,0.88
3397,Kepler-559 b,1,1,0.95
3398,Kepler-56 b,1,3,1.32
3399,Kepler-56 c,1,3,1.38
3400,Kepler-56 d,1,3,
3401,Kepler-560 b,2,1,0.27
3402,Kepler-561 b,1,2,0.97
3403,Kepler-561 c,1,2,0.94
3404,Kepler-562 b,1,1,0.97
3405,Kepler-563 b,1,1,0.77
3406,Kepler-564 b,1,1,0.99
3407,Kepler-565 b,1,1,
3408,Kepler-566 b,1,1,
3409,Kepler-567 b,1,1,0.75
3410,Kepler-568 b,1,1,0.54
3411,Kepler-569 b,1,1,1.01
3412,Kepler-57 b,1,2,0.88
3413,Kepler-57 c,1,2,0.88
3414,Kepler-570 b,1,1,0.88
3415,Kepler-571 b,1,1,0.93
3416,Kepler-572 b,1,1,
3417,Kepler-573 b,1,1,1.01
3418,Kepler-574 b,1,1,0.94
3419,Kepler-575 b,1,1,0.74
3420,Kepler-576 b,1,1,1.01
3421,Kepler-577 b,1,1,0.5
3422,Kepler-578 b,1,1,0.9
3423,Kepler-579 b,1,1,0.97
3424,Kepler-58 b,1,3,1.02
3425,Kepler-58 c,1,3,1.33
3426,Kepler-58 d,1,3,1.02
3427,Kepler-580 b,1,1,0.58
3428,Kepler-581 b,1,1,1.0
3429,Kepler-582 b,1,1,0.93
3430,Kepler-583 b,1,1,1.03
3431,Kepler-584 b,1,1,1.2
3432,Kepler-585 b,1,1,0.99
3433,Kepler-586 b,1,1,
3434,Kepler-587 b,1,1,0.96
3435,Kepler-588 b,1,1,1.05
3436,Kepler-589 b,1,1,0.9
3437,Kepler-59 b,1,2,1.07
3438,Kepler-59 c,1,2,1.04
3439,Kepler-590 b,1,1,1.05
3440,Kepler-591 b,1,1,1.04
3441,Kepler-592 b,1,1,1.04
3442,Kepler-593 b,1,1,
3443,Kepler-594 b,1,1,0.92
3444,Kepler-595 b,1,2,0.82
3445,Kepler-595 c,1,2,0.93
3446,Kepler-596 b,1,1,1.15
3447,Kepler-597 b,1,1,1.0
3448,Kepler-598 b,1,2,0.87
3449,Kepler-598 c,1,2,0.85
3450,Kepler-599 b,1,1,
3451,Kepler-6 b,1,1,1.14
3452,Kepler-60 b,1,3,1.1
3453,Kepler-60 c,1,3,1.07
3454,Kepler-60 d,1,3,1.1
3455,Kepler-600 b,1,1,0.88
3456,Kepler-601 b,1,1,
3457,Kepler-602 b,1,1,1.06
3458,Kepler-603 b,1,3,1.05
3459,Kepler-603 c,1,3,0.98
3460,Kepler-603 d,1,3,1.02
3461,Kepler-604 b,1,1,1.04
3462,Kepler-605 b,1,2,0.92
3463,Kepler-605 c,1,2,0.87
3464,Kepler-606 b,1,1,1.09
3465,Kepler-607 b,1,1,0.84
3466,Kepler-608 b,1,1,0.99
3467,Kepler-609 b,1,1,0.99
3468,Kepler-61 b,1,1,0.57
3469,Kepler-610 b,1,2,1.01
3470,Kepler-610 c,1,2,1.01
3471,Kepler-611 b,1,1,1.09
3472,Kepler-612 b,1,1,0.93
3473,Kepler-613 b,1,1,1.0
3474,Kepler-614 b,1,1,0.73
3475,Kepler-615 b,1,1,
3476,Kepler-616 b,1,2,1.06
3477,Kepler-616 c,1,2,1.06
3478,Kepler-617 b,1,1,0.52
3479,Kepler-618 b,1,1,1.05
3480,Kepler-619 b,1,2,1.04
3481,Kepler-619 c,1,2,1.04
3482,Kepler-62 b,1,5,0.69
3483,Kepler-62 c,1,5,0.64
3484,Kepler-62 d,1,5,0.73
3485,Kepler-62 e,1,5,0.69
3486,Kepler-62 f,1,5,0.64
3487,Kepler-620 b,1,1,1.16
3488,Kepler-621 b,1,1,
3489,Kepler-622 b,1,1,
3490,Kepler-623 b,1,1,
3491,Kepler-624 b,1,1,1.01
3492,Kepler-625 b,1,2,1.13
3493,Kepler-625 c,1,2,1.22
3494,Kepler-626 b,1,1,0.99
3495,Kepler-627 b,1,1,1.12
3496,Kepler-628 b,1,1,1.07
3497,Kepler-629 b,1,1,0.92
3498,Kepler-63 b,1,1,0.94
3499,Kepler-630 b,1,1,0.97
3500,Kepler-631 b,1,1,1.2
3501,Kepler-632 b,1,1,
3502,Kepler-633 b,1,1,1.02
3503,Kepler-634 b,1,1,1.19
3504,Kepler-635 b,1,1,1.23
3505,Kepler-636 b,2,1,0.85
3506,Kepler-637 b,1,1,1.3
3507,Kepler-638 b,1,1,0.92
3508,Kepler-639 b,1,1,0.98
3509,Kepler-640 b,1,1,1.03
3510,Kepler-641 b,1,1,1.0
3511,Kepler-642 b,1,1,1.18
3512,Kepler-643 b,1,1,
3513,Kepler-644 b,1,1,1.34
3514,Kepler-645 b,1,1,1.13
3515,Kepler-646 b,1,1,0.8
3516,Kepler-647 b,1,2,
3517,Kepler-647 c,1,2,0.93
3518,Kepler-648 b,1,1,0.97
3519,Kepler-649 b,1,1,0.81
3520,Kepler-65 b,1,4,1.17
3521,Kepler-65 c,1,4,1.17
3522,Kepler-65 d,1,4,1.17
3523,Kepler-65 e,1,4,1.25
3524,Kepler-650 b,1,1,1.03
3525,Kepler-651 b,1,1,0.92
3526,Kepler-652 b,1,1,0.86
3527,Kepler-653 b,1,2,1.08
3528,Kepler-653 c,1,2,1.08
3529,Kepler-654 b,1,1,0.98
3530,Kepler-655 b,1,1,1.21
3531,Kepler-656 b,1,1,1.04
3532,Kepler-657 b,1,1,1.02
3533,Kepler-658 b,1,1,0.56
3534,Kepler-659 b,1,1,0.75
3535,Kepler-66 b,1,1,0.97
3536,Kepler-660 b,1,1,0.7
3537,Kepler-661 b,1,1,0.69
3538,Kepler-662 b,1,1,0.54
3539,Kepler-663 b,1,1,0.86
3540,Kepler-664 b,1,1,0.99
3541,Kepler-665 b,1,1,0.77
3542,Kepler-666 b,1,1,1.03
3543,Kepler-667 b,1,1,
3544,Kepler-668 b,1,1,0.87
3545,Kepler-669 b,1,1,1.16
3546,Kepler-67 b,1,1,0.86
3547,Kepler-670 b,1,1,0.94
3548,Kepler-671 b,1,1,0.91
3549,Kepler-672 b,1,1,1.0
3550,Kepler-673 b,1,1,
3551,Kepler-674 b,1,1,
3552,Kepler-675 b,1,1,0.76
3553,Kepler-676 b,1,1,0.51
3554,Kepler-677 b,1,1,0.93
3555,Kepler-678 b,1,1,0.99
3556,Kepler-679 b,1,1,0.81
3557,Kepler-68 b,2,3,1.08
3558,Kepler-68 c,2,3,1.08
3559,Kepler-68 d,2,3,1.08
3560,Kepler-680 b,1,1,1.01
3561,Kepler-681 b,1,1,0.81
3562,Kepler-682 b,1,1,0.95
3563,Kepler-683 b,1,1,0.92
3564,Kepler-684 b,1,1,0.97
3565,Kepler-685 b,1,1,1.01
3566,Kepler-686 b,1,1,0.9
3567,Kepler-687 b,1,1,0.77
3568,Kepler-688 b,1,1,0.87
3569,Kepler-689 b,1,1,0.81
3570,Kepler-69 b,1,2,0.94
3571,Kepler-69 c,1,2,1.03
3572,Kepler-690 b,1,1,
3573,Kepler-691 b,1,1,0.54
3574,Kepler-692 b,1,1,0.9
3575,Kepler-693 b,2,1,0.78
3576,Kepler-694 b,1,1,0.97
3577,Kepler-695 b,1,1,0.75
3578,Kepler-696 b,1,1,1.02
3579,Kepler-697 b,1,1,0.95
3580,Kepler-698 b,1,1,0.98
3581,Kepler-699 b,1,1,0.81
3582,Kepler-7 b,1,1,1.32
3583,Kepler-700 b,1,1,0.78
3584,Kepler-701 b,1,1,0.89
3585,Kepler-702 b,1,1,0.82
3586,Kepler-703 b,1,1,1.05
3587,Kepler-704 b,1,1,0.97
3588,Kepler-705 b,1,1,0.55
3589,Kepler-706 b,1,1,0.79
3590,Kepler-707 b,1,1,0.91
3591,Kepler-708 b,1,1,1.0
3592,Kepler-709 b,1,1,0.86
3593,Kepler-710 b,1,1,0.81
3594,Kepler-711 b,1,1,0.8
3595,Kepler-712 b,1,2,0.77
3596,Kepler-712 c,1,2,0.82
3597,Kepler-713 b,1,1,1.05
3598,Kepler-714 b,1,1,1.15
3599,Kepler-715 b,1,1,1.06
3600,Kepler-716 b,1,2,0.83
3601,Kepler-716 c,1,2,0.82
3602,Kepler-717 b,1,1,0.97
3603,Kepler-718 b,1,1,1.03
3604,Kepler-719 b,1,1,0.92
3605,Kepler-720 b,1,1,0.94
3606,Kepler-721 b,1,1,0.81
3607,Kepler-722 b,1,2,1.03
3608,Kepler-722 c,1,2,1.08
3609,Kepler-723 b,1,1,0.87
3610,Kepler-724 b,1,1,0.91
3611,Kepler-725 b,1,1,
3612,Kepler-726 b,1,1,0.91
3613,Kepler-727 b,1,1,0.82
3614,Kepler-728 b,1,1,
3615,Kepler-729 b,1,1,1.07
3616,Kepler-730 b,1,2,1.0
3617,Kepler-730 c,1,2,1.16
3618,Kepler-731 b,1,1,1.15
3619,Kepler-732 b,1,2,0.46
3620,Kepler-732 c,1,2,0.52
3621,Kepler-733 b,1,1,1.0
3622,Kepler-734 b,1,1,0.84
3623,Kepler-735 b,1,1,0.81
3624,Kepler-736 b,1,1,0.85
3625,Kepler-737 b,1,1,0.49
3626,Kepler-738 b,1,1,0.83
3627,Kepler-739 b,1,1,1.0
3628,Kepler-74 b,1,1,1.4
3629,Kepler-740 b,1,1,0.91
3630,Kepler-741 b,1,1,1.15
3631,Kepler-742 b,1,1,0.72
3632,Kepler-743 b,2,1,0.96
3633,Kepler-744 b,1,1,1.06
