189_01.tab      2 00:10:00 0.007 HD28099       13.9       2.38 4.5
18_00.tab      10 00:02:55 0.007 N/A      -999999.9 -999999.9  4.5
1903_01.tab     3 00:30:00 0.007 HD186427      15.6       2.86 4.5
1904_00.tab     6 01:30:00 0.007 N/A      -999999.9 -999999.9  4.5
190_01.tab      3 00:15:00 0.007 HD28099       13.8       3.46 4.5
191_01.tab      3 00:06:00 0.007 HD28099       13.4       2.75 4.5
1923_01.tab     2 00:30:00 0.007 HD28099       16.1       2.30 4.5
1929_01.tab     2 00:30:00 0.007 HD28099       15.6       2.18 4.5
192_00.tab      6 00:03:20 0.007 N/A      -999999.9 -999999.9  4.5
1930_01.tab     2 00:30:00 0.007 HD28099       16.6       3.17 4.5
1932_01.tab     1 00:15:00 0.007 HD28099       16.8       2.06 4.5
1936_01.tab     2 00:30:00 0.007 HD186427      16.3       2.99 4.5
193_01.tab      3 00:03:00 0.007 HD28099       11.6       1.84 4.5
1948_01.tab     2 00:20:00 0.007 HD28099       18.0       2.92 4.5
194_00.tab      4 00:06:00 0.007 HD101177 -999999.9 -999999.9  4.5
1951_01.tab     3 00:45:00 0.007 HD28099       16.2       1.45 4.5
195_01.tab      2 00:06:00 0.007 HD28099       13.3       2.79 4.5
1968_01.tab     3 00:45:00 0.007 HD186427      15.2       2.46 4.5
196_01.tab      3 00:00:45 0.007 HD186427      10.7       3.06 4.5
1970_01.tab     2 00:30:00 0.007 HD28099       15.8       2.60 4.5
1977_01.tab     4 01:00:00 0.007 HD186427      16.3       2.81 4.5
197_01.tab      2 00:20:00 0.007 HD28099       14.1       3.17 4.5
1989_01.tab     2 00:20:00 0.007 HD28099       15.4       2.48 4.5
198_01.tab      2 00:06:40 0.007 HD28099       12.7       2.80 4.5
1995bm2_01.tab  2 00:30:00 0.007 HD28099       17.3       1.64 4.5
1995wq5_01.tab  3 00:45:00 0.007 HD28099       17.8       1.62 4.5
1996pw_01.tab   3 00:45:00 0.007 HD186427      17.6       2.56 4.5
1996uk_01.tab   3 00:45:00 0.007 HD28099       18.0       1.79 4.5
1997cz5_01.tab  1 00:15:00 0.007 HD28099       15.6       1.42 4.5
1998_01.tab     2 00:30:00 0.007 HD28099       16.1       2.52 4.5
1998ws_01.tab   3 00:18:00 0.007 HD28099       14.7       1.62 4.5
199_01.tab      2 00:10:00 0.007 HD28099       13.3       3.05 4.5
19_01.tab       2 00:01:00 0.007 HD28099       11.3       2.24 4.5
1_00.tab        9 00:00:26 0.007 N/A      -999999.9 -999999.9  4.5
2001_01.tab     2 00:30:00 0.007 HD28099       15.5       1.95 4.5
200_01.tab      2 00:02:00 0.007 HD28099       12.3       2.39 4.5
2019_01.tab     2 00:20:00 0.007 HD28099       15.4       2.59 4.5
201_01.tab      2 00:03:20 0.007 HD28099       13.1       2.95 4.5
2022_01.tab     2 00:30:00 0.007 HD28099       16.9       2.87 4.5
2029_01.tab     2 00:30:00 0.007 HD28099       16.0       2.11 4.5
2035_00.tab     6 01:30:00 0.007 HD186427 -999999.9       1.70 4.5
2038_01.tab     2 00:16:40 0.007 HD101177      15.5       2.32 4.5
2040_01.tab     2 00:30:00 0.007 HD28099       15.8       2.56 4.5
2042_01.tab     2 00:30:00 0.007 HD126053      17.2       3.14 4.5
2045_01.tab     2 00:30:00 0.007 HD28099       16.4       2.51 4.5
2053_01.tab     2 00:30:00 0.007 HD186427      15.6       2.47 4.5
2056_01.tab     2 00:30:00 0.007 HD186427      15.8       2.53 4.5
205_01.tab      2 00:20:00 0.007 HD28099       13.4       2.69 4.5
2060_01.tab     3 00:45:00 0.007 HD186427      16.0       8.62 4.5
2064_01.tab     2 00:30:00 0.007 HD28099       16.2       2.38 4.5
2065_01.tab     2 00:30:00 0.007 HD28099       16.2       2.29 4.5
206_01.tab      2 00:04:00 0.007 HD28099       13.3       2.74 4.5
2073_01.tab     2 00:30:00 0.007 HD28099       16.2       2.44 4.5
2078_00.tab     5 01:00:00 0.007 HD28099  -999999.9 -999999.9  4.5
207_01.tab      2 00:10:00 0.007 HD101177      13.4       2.22 4.5
2085_01.tab     4 01:00:00 0.007 HD28099       16.1       2.59 4.5
2086_01.tab     2 00:30:00 0.007 HD28099       15.1       2.19 4.5
2087_01.tab     2 00:30:00 0.007 HD28099       15.8       2.10 4.5
2088_01.tab     3 00:45:00 0.007 HD186427      15.3       2.29 4.5
2089_01.tab     4 01:00:00 0.007 HD186427      15.5       2.89 4.5
208_01.tab      2 00:10:00 0.007 HD126053      13.3       2.89 4.5
2099_01.tab     3 00:45:00 0.007 HD28099       15.5       1.47 4.5
209_01.tab      2 00:04:00 0.007 HD101177      13.3       3.06 4.5
20_01.tab       3 00:00:45 0.007 HD28099       10.6       2.12 4.5
2106_01.tab     2 00:30:00 0.007 HD186427      16.0       2.90 4.5
2107_00.tab     4 00:50:00 0.007 HD101177 -999999.9 -999999.9  4.5
210_01.tab      3 00:15:00 0.007 HD28099       13.9       2.39 4.5
2118_01.tab     2 00:10:00 0.007 HD28099       14.0       1.99 4.5
211_01.tab      3 00:03:00 0.007 HD186427      12.6       2.56 4.5
2131_01.tab     2 00:30:00 0.007 HD28099       15.9       1.80 4.5
213_01.tab      5 00:05:00 0.007 HD28099       12.4       2.74 4.5
2141_01.tab     3 00:45:00 0.007 HD186427      15.4       2.79 4.5
2147_01.tab     2 00:20:00 0.007 HD28099       16.3       3.05 4.5
214_01.tab      2 00:04:00 0.007 HD101177      13.0       2.57 4.5
2152_01.tab     3 00:30:00 0.007 HD28099       14.0       2.52 4.5
2157_01.tab     2 00:30:00 0.007 HD101177      15.1       2.56 4.5
2161_01.tab     2 00:30:00 0.007 HD28099       15.9       2.42 4.5
2167_01.tab     2 00:30:00 0.007 HD101177      15.4       2.15 4.5
2169_00.tab     4 01:00:00 0.007 N/A      -999999.9 -999999.9  4.5
216_01.tab      3 00:01:30 0.007 HD186427      10.6       2.13 4.5
