,planet_name,starname,number_stars,number_planets,spectral_type,star_temp,star_radius,star_mass,right_ascencion,declination,distance,alpha,delta,X,Y,Z
29322,WASP-157 b,WASP-157,1,1,,5772.0,1.1,1.06,201.6551525,-8.3176353,334.037,3.5195463647362746,-0.14517012196510629,-307.19559135499776,-121.96952785228088,-48.3220477271491
29330,WASP-158 b,WASP-158,1,1,F6 V,6350.0,1.39,1.38,4.1463468,-10.9764226,524.993,0.07236740358953082,-0.19157471446031651,514.0396112477528,37.26478713895261,-99.9613112996618
29331,WASP-159 b,WASP-159,1,1,F9,6120.0,2.11,1.41,68.1364792,-38.9682973,715.383,1.189205902756632,-0.6801250917810165,207.12944045254469,516.2000996343245,-449.897420224132
29332,WASP-16 b,WASP-16,1,1,,5700.0,0.95,1.02,214.6830109,-20.2754374,194.134,3.746925388299875,-0.35387313991199854,-149.74726302241322,-103.62424257047195,-67.2739438786829
29338,WASP-160 B b,WASP-160 B,2,1,K0 V,5298.0,0.87,0.87,87.679561,-27.6233218,288.326,1.530297026153212,-0.48211791574792656,10.343169471431656,255.2516650064318,-133.68428715720322
29339,WASP-161 b,WASP-161,1,1,,6400.0,1.71,1.39,126.3378248,-11.5009889,343.08,2.2050110125677467,-0.20073012354032085,-199.20855814779642,270.8146951367667,-68.40495346578413
29340,WASP-162 b,WASP-162,1,1,K0,5300.0,1.11,0.95,168.2929079,-17.6577794,310.841,2.9372653506105757,-0.3081863891208288,-290.0342539782365,60.10064772842618,-94.28770303126184
29341,WASP-163 b,WASP-163,1,1,,5500.0,1.01,0.97,256.5375549,-10.4130071,261.386,4.477424988020712,-0.18174125892854642,-59.85052696090945,-250.01720605904114,-47.24354022437785
29342,WASP-164 b,WASP-164,1,1,G2 V,5806.0,0.93,0.95,344.8735878,-60.4478194,327.506,6.0191796102757475,-1.0550134741809032,155.93454036994598,-42.15149362608423,-284.89972049951865
29343,WASP-165 b,WASP-165,1,1,G6,5599.0,1.75,1.25,357.5806472,-17.0775947,602.236,6.240959635052242,-0.29806025583613327,575.1690186470784,-24.30134327449437,-176.8565644798407
29344,WASP-166 b,WASP-166,1,1,F9 V,6050.0,1.22,1.19,144.8751047,-20.9824191,114.173,2.528547581186512,-0.36621229832834534,-87.18994058117492,61.334731144351736,-40.8832355116529
29346,WASP-167 b,WASP-167,1,1,F1 V,7000.0,1.79,1.59,196.0437932,-35.5495292,423.552,3.4216096694388707,-0.6204563320738657,-331.1853005500722,-95.23986720128283,-246.255885409954
29347,WASP-168 b,WASP-168,2,1,F9 V,6000.0,1.12,1.08,96.7446427,-46.8213635,303.941,1.6885125487804968,-0.817186953348096,-24.42603428072441,206.53997185267173,-221.64101686604496
29348,WASP-169 b,WASP-169,1,1,F8,6110.0,2.01,1.34,127.3872297,-12.9447683,627.066,2.2233265832593085,-0.22592882774278908,-371.07739955090153,485.57335217578003,-140.47010911690944
29349,WASP-17 b,WASP-17,1,1,,6548.0,1.57,1.35,239.9622479,-28.0617941,405.908,4.188131306341849,-0.4897707010617189,-179.29923220883725,-310.08335862689046,-190.94868550474155
29359,WASP-170 b,WASP-170,1,1,,5600.0,0.94,0.93,135.4163028,-20.7203686,305.603,2.3634603447376166,-0.36163865429684794,-203.5798339170728,200.6427596627241,-108.12459399333441
29360,WASP-171 b,WASP-171,1,1,G0,5965.0,1.64,1.17,171.8450533,-44.0887035,757.84,2.999261983350147,-0.7694930390105478,-538.8245934700159,77.21336769681388,-527.2832435425848
29361,WASP-172 b,WASP-172,1,1,F1 V,6900.0,1.91,1.49,199.433742,-47.2375748,538.11,3.480775437472901,-0.8244512109171018,-344.5397299645519,-121.55970453144711,-395.0670636868897
29362,WASP-173 A b,WASP-173 A,2,1,G3,5800.0,1.11,1.05,354.1686959,-34.6113042,232.98,6.181409850949541,-0.604081216699342,190.75597557663698,-19.481587949135367,-132.33406935776435
29364,WASP-174 b,WASP-174,1,1,F6 V,6400.0,1.31,1.3,195.7940145,-41.3848617,410.149,3.4172502087225194,-0.7223020971474978,-296.11109257777866,-83.75758358000617,-271.1551036698968
29365,WASP-175 b,WASP-175,1,1,F7,6229.0,1.2,1.21,166.3187996,-34.1227453,539.36,2.902810660984628,-0.5955542553044202,-433.83382956284487,105.6064934225498,-302.56352469164136
29366,WASP-176 b,WASP-176,1,1,F9,5941.0,1.93,1.34,313.6872928,9.1790688,568.42,5.474876081027503,0.16020497282708487,387.5925727236823,-405.77259293200717,90.67467559728351
29367,WASP-177 b,WASP-177,1,1,K2,5017.0,0.89,0.88,334.7969885,-1.8344301,176.818,5.843309775086592,-0.032016845142688835,159.90376053156908,-75.25526407246281,-5.660187386166147
29368,WASP-178 b,WASP-178,1,1,A1 IV-V,9360.0,1.67,2.07,227.270329,-42.7049658,427.678,3.966615533140752,-0.7453422601615742,-213.25273167063705,-230.85977989491565,-290.0612110329169
29371,WASP-18 b,WASP-18,2,2,,6455.0,1.23,1.27,24.3544618,-45.6777937,123.483,0.42506554596118473,-0.797227895111723,78.59904742672704,35.57881195764347,-88.34245396350364
29384,WASP-180 A b,WASP-180 A,2,1,F7 V,6600.0,1.19,1.3,123.3922465,-1.9827874,253.985,2.1536009728574492,-0.03460616849705782,-139.70146144287156,211.93078667207766,-8.787693456202929
29385,WASP-181 b,WASP-181,1,1,G2,5839.0,0.96,1.04,26.7932253,3.1329325,437.495,0.46762999871364547,0.05467998736773725,389.94148337511933,196.91574854746065,23.910302009903234
29386,WASP-182 b,WASP-182,1,1,G5,5638.0,1.34,1.08,311.673345,-41.8209828,327.602,5.4397260609542055,-0.7299138462799173,162.32415069054025,-182.35936755617382,-218.44679345576822
29387,WASP-183 b,WASP-183,1,1,G9,5313.0,0.87,0.78,163.7888521,-0.7370663,325.377,2.858654747207029,-0.01286423374049228,-312.4139580919501,90.8305652544843,-4.185610334481793
29388,WASP-184 b,WASP-184,1,1,G0 V,6000.0,1.65,1.23,209.51701,-30.348153,663.231,3.6567616634338846,-0.5296751917489947,-498.0637524996697,-281.9861427314893,-335.09949733528987
29389,WASP-185 b,WASP-185,1,1,G0 V,5900.0,1.5,1.12,214.0595791,-19.5423062,279.35,3.73604445072824,-0.34107758662290144,-218.09755628361768,-147.43886034285367,-93.44335666014315
29390,WASP-186 b,WASP-186,1,1,F,6361.0,1.47,1.22,18.9953122,21.6169065,278.514,0.3315307403342476,0.37728619252076356,244.8257695854705,84.27786759033292,102.6042483394738
29392,WASP-187 b,WASP-187,1,1,,6064.0,2.9,,17.47474,25.6816494,371.414,0.3049917489299539,0.4482293393728262,319.276477862622,100.51275544380549,160.95985857577153
29394,WASP-19 b,WASP-19,1,1,,5503.0,1.03,0.97,148.4167672,-45.6591078,268.325,2.5903612528059257,-0.7969017646330246,-159.76101686415493,98.22119716453288,-191.90445420338
29403,WASP-190 b,WASP-190,1,1,F6 IV-V,6400.0,1.6,1.35,7.7095292,-40.5734613,542.251,0.13455666831864443,-0.7081404886154987,408.15601760167897,55.25398403082151,-352.69223062786574
29404,WASP-192 b,WASP-192,1,1,G0 V,5910.0,1.32,1.09,223.6587187,-38.7445469,508.885,3.903581042106812,-0.6762199105983623,-287.1444764054669,-274.0056774445136,-318.48529263217705
29405,WASP-2 b,WASP-2,2,1,,5150.0,0.81,0.8,307.7255587,6.4293305,153.242,5.370824191854082,0.11221298592389328,93.175986233699,-120.4445582641815,17.159677675402786
29417,WASP-20 b,WASP-20,2,1,,,1.14,1.09,5.1605621,-23.9357894,211.877,0.09006879989863287,-0.417758334093958,192.87075363945857,17.418765408498626,-85.96116641362526
29420,WASP-21 b,WASP-21,1,1,,5924.0,1.35,1.08,347.4928024,18.3961597,258.426,6.064893528862054,0.32107355648769226,239.4003437640007,-53.105331320836015,81.55548213935421
29426,WASP-22 b,WASP-22,1,1,,6000.0,1.24,1.46,52.8180374,-23.8197924,317.652,0.9218486570715052,-0.4157338045215222,175.6202818899913,231.52248808565935,-128.2873618230015
29432,WASP-23 b,WASP-23,1,1,,5150.0,0.77,0.78,101.1275033,-42.7622296,207.49,1.765007896906431,-0.7463417020137777,-29.399492424554808,149.47064313208554,-140.87688521137625
29434,WASP-24 b,WASP-24,3,1,,6075.0,1.42,1.43,227.2154975,2.343286,322.114,3.9656585429319446,0.04089805601588784,-218.61066402528505,-236.20616703588536,13.170164184221846
29440,WASP-25 b,WASP-25,1,1,,5750.0,0.8,0.67,195.3597581,-27.5222273,211.416,3.4096710047446614,-0.48035348386726917,-180.7935552667356,-49.66225317394319,-97.69378710901215
29445,WASP-26 b,WASP-26,2,1,,,,,4.6030424,-15.2674044,252.759,0.08033824548890182,-0.2664664750134694,243.05200053216845,19.56848927886697,-66.55757917512959
29450,WASP-28 b,WASP-28,1,1,F8,6084.0,1.12,1.01,353.6162694,-1.5799849,348.494,6.171768189649273,-0.027575938636793355,346.2015006927294,-38.73318107644081,-9.608831240154418
29454,WASP-29 b,WASP-29,1,1,,,0.81,,357.8791976,-39.9071215,87.5953,6.246170322515389,-0.6965106651684183,67.14705162942768,-2.486582819959979,-56.1963250172505
29458,WASP-3 b,WASP-3,3,1,,6400.0,1.31,1.24,278.6317411,35.6614312,231.161,4.863041282759407,0.6224093904134325,28.187523253130237,-185.6855179127065,134.76557383599194
29467,WASP-31 b,WASP-31,1,1,,6302.0,1.25,1.16,169.4388603,-19.0547781,383.829,2.9572659930617067,-0.3325686160819093,-356.6519758855101,66.49526714414651,-125.3094121979274
29472,WASP-32 b,WASP-32,1,1,,6140.0,0.95,0.72,3.9617073,1.2005122,275.994,0.06914483638529476,0.02095289060036067,275.2740610403903,19.06417158809355,5.782448961400134
29476,WASP-33 b,WASP-33,2,1,,7430.0,,,36.7127375,37.5504441,121.944,0.6407581467953918,0.6553788851310789,77.50224921152581,57.795202819215845,74.31995044562565
29484,WASP-34 b,WASP-34,1,1,,,,1.01,165.3993679,-23.8609457,132.096,2.886763550572419,-0.4164520651045831,-116.90448784052393,30.452715424086534,-53.43525111800632
29488,WASP-35 b,WASP-35,1,1,,5990.0,1.09,1.07,76.0818912,-6.2297801,202.218,1.3278795025840997,-0.10873017442022159,48.35323614643849,195.1218831597277,-21.94390098337853
29491,WASP-36 b,WASP-36,2,1,,5880.0,,,131.5803897,-8.0269855,386.346,2.296511031322234,-0.1400973259848433,-253.89417427543432,286.16510686518586,-53.9491575266207
29496,WASP-37 b,WASP-37,1,1,,5800.0,1.0,0.93,221.9438866,1.0650227,392.791,3.8736515758429233,0.018588152723479814,-292.1073921017713,-262.4971217280683,7.300838649201982
29499,WASP-38 b,WASP-38,1,1,,6150.0,1.33,1.2,243.9597194,10.0324103,136.24,4.2579003457714855,0.1750985916459921,-58.89522842109941,-120.53796176687861,23.733719521243152
29505,WASP-39 b,WASP-39,1,1,,5326.6,1.01,0.92,217.3266477,-3.4444994,213.982,3.7930655546867618,-0.06011785561296917,-169.84928561302215,-129.51536471476842,-12.856391544541168
29513,WASP-4 b,WASP-4,1,1,,5500.0,0.91,0.94,353.5629149,-42.0617794,267.206,6.170836977953518,-0.734116539777525,197.1291801594051,-22.240788369629687,-179.00972068124725
29527,WASP-41 b,WASP-41,1,2,,5450.0,0.9,0.93,190.6188034,-30.6398176,163.371,3.3269257355417614,-0.534765699330507,-138.155315659344,-25.90199537835258,-83.26030886014544
29533,WASP-42 b,WASP-42,1,1,,5200.0,0.85,0.88,192.981203,-42.0736165,177.291,3.3681573868095587,-0.7343231361464129,-128.23715419004472,-29.561570099640537,-118.80001910556551
29536,WASP-43 b,WASP-43,1,1,,4500.0,0.65,0.69,154.9081869,-9.8064431,86.7467,2.7036578996997482,-0.17115472000447954,-77.41249716388624,36.24917583306244,-14.774724876119551
29544,WASP-44 b,WASP-44,1,1,,5410.0,,,3.9032733,-11.9382645,364.512,0.06812497069018437,-0.2083620224989546,355.80075275116695,24.27648329143117,-75.40208780069558
29548,WASP-45 b,WASP-45,2,1,,5100.0,0.94,0.91,5.2377567,-35.998465,211.196,0.09141609983339288,-0.6282917399139406,170.15102693414167,15.598017867329512,-124.13331659094372
29553,WASP-46 b,WASP-46,1,1,G6 V,5600.0,0.86,0.83,318.7370122,-55.8718634,375.31,5.563010310859335,-0.9751479755545136,158.28043459798894,-138.87170139457544,-310.6759576717317
29556,WASP-47 b,WASP-47,1,4,,5576.0,1.11,0.98,331.203092,-12.019067,264.78,5.780584448185691,-0.2097722921677973,226.9487697987796,-124.75019351679076,-55.13704294159939
29587,WASP-48 b,WASP-48,1,1,,5920.0,,,291.1623865,55.4730273,454.144,5.081742302389289,0.9681869724337002,92.9268256436588,-240.0469446322926,374.1508281221546
29592,WASP-49 b,WASP-49,2,1,,5600.0,0.98,0.94,91.0897193,-16.9653901,194.553,1.5898155165024244,-0.29610191613025005,-3.538996988716452,186.05262962720542,-56.76939596398558
29596,WASP-5 b,WASP-5,1,1,,5770.0,1.09,1.03,359.3490277,-41.2772202,309.137,6.271823697205306,-0.7204233985607124,232.3096464241957,-2.6395251723202877,-203.93858353467564
29605,WASP-50 b,WASP-50,1,1,,5400.0,0.84,0.89,43.6880738,-10.8980242,184.848,0.7625007316642707,-0.190206404252021,131.2549825900455,125.37772550630444,-34.94765508804029
29609,WASP-52 b,WASP-52,1,1,,5087.0,0.86,0.85,348.4947931,8.7610793,174.818,6.082381565651416,0.15290967981332004,169.30653158921652,-34.46182649510897,26.62731679780442
29614,WASP-53 b,WASP-53,1,2,,4953.0,0.8,0.84,31.9091639,-20.661843,201.338,0.5569199716135146,-0.36061718988014274,159.91997049596017,99.57690570184263,-71.0424741363754
29616,WASP-54 b,WASP-54,2,1,,6100.0,1.76,1.08,205.4542456,-0.1281712,251.303,3.585853047921073,-0.002237009446232156,-226.90814535690237,-108.00729303280535,-0.5621667159993705
29619,WASP-55 b,WASP-55,2,1,,6070.0,1.09,1.13,203.7581951,-17.5034961,297.462,3.5562513824159767,-0.30549363755498665,-259.64753868648415,-114.29198212021956,-89.4658589691181
29627,WASP-56 b,WASP-56,2,1,,5600.0,0.96,0.71,183.3660401,23.055687,321.084,3.2003411360889524,0.4023976494592539,-294.9276187277318,-17.34651113214814,125.74471487554443
29630,WASP-57 b,WASP-57,1,1,,5600.0,0.93,0.89,223.8199788,-2.0576866,398.276,3.906395561803907,-0.03591340614416755,-287.1783392616058,-275.58641650128754,-14.300373244251123
29633,WASP-58 b,WASP-58,2,1,,6034.0,1.1,1.12,274.7012534,45.1722194,290.404,4.794441331185268,0.7884039589632574,16.779609972041214,-204.03969125717538,205.9629391343567
29637,WASP-59 b,WASP-59,1,1,K5 V,4650.0,0.61,0.72,349.6229547,24.889277,115.936,6.102071700065983,0.4343998320908967,103.44802752213276,-18.943428101688085,48.7935265126045
29639,WASP-6 b,WASP-6,1,1,,5380.72,0.82,0.93,348.1571282,-22.6741248,197.119,6.076488201377999,-0.39573813276810077,178.01255337372697,-37.327793614179555,-75.98728068738356
29645,WASP-60 b,WASP-60,1,1,,5900.0,1.17,1.19,356.6667136,31.1559115,431.052,6.2250084845876374,0.5437732371349653,368.25412431926605,-21.4480576096634,223.01279660733178
29649,WASP-61 b,WASP-61,1,1,,6250.0,1.39,1.27,75.2996637,-26.0541438,488.66,1.3142270572094557,-0.45473059309806696,111.40275600821076,424.6318943518493,-214.6293918663866
29653,WASP-62 b,WASP-62,1,1,,6280.0,1.28,1.25,87.1398205,-63.9883286,175.631,1.5208767773218514,-1.1168070169180537,3.8433925357897922,76.92776712098339,-157.8404103536087
29658,WASP-63 b,WASP-63,1,1,,5570.0,1.88,1.32,94.3363562,-38.3233826,290.684,1.6464800200241663,-0.6688692068715051,-17.24307206069648,227.39557032610765,-180.25293040051773
29661,WASP-64 b,WASP-64,2,1,G7,5400.0,1.06,1.0,101.1149223,-32.8583878,369.926,1.7647883170332377,-0.5734870540071361,-59.904281568828374,304.9143023284286,-200.70872118891637
29663,WASP-65 b,WASP-65,1,1,,5600.0,1.01,0.93,133.3242982,8.5230171,273.703,2.3269479765007492,0.14875471059877882,-185.7210665842172,196.91503022810346,40.56462136007002
29665,WASP-66 b,WASP-66,1,1,,6600.0,1.75,1.3,158.2250301,-34.9899074,500.258,2.7615477343121326,-0.6106890890979285,-380.5951356863553,152.03436267375105,-286.86401276958924
29669,WASP-67 b,WASP-67,1,1,,5240.0,0.87,0.87,295.7438485,-19.9497314,189.469,5.161703898844293,-0.3481884978184979,77.35721962510735,-160.42212863286102,-64.64598346204272
29673,WASP-68 b,WASP-68,2,1,G0,5911.0,1.69,1.24,305.0957239,-19.3147271,226.399,5.324924915810555,-0.33710558201917606,122.84047773820558,-174.81205153972394,-74.88304792489633
29676,WASP-69 b,WASP-69,1,1,K5,4715.0,0.81,0.83,315.0259661,-5.094857,49.9605,5.4982403377210405,-0.08892202956828074,35.20377448856744,-35.1718806660216,-4.436736686262155
29680,WASP-7 b,WASP-7,1,1,,6520.0,1.48,1.32,311.0427558,-39.2254856,162.303,5.428720203186689,-0.6846138744136234,82.55720272025144,-94.82818695533298,-102.63618780319021
29688,WASP-70 A b,WASP-70 A,2,1,G4,5763.0,1.22,1.11,315.4771912,-13.4333821,222.355,5.50611570138368,-0.23445674732347016,154.1954021155274,-151.6481079272279,-51.65631958940394
29690,WASP-71 b,WASP-71,1,1,,6050.0,1.82,0.76,29.2634506,0.7588247,362.715,0.5107435634647102,0.013243989460458216,316.3980237472427,177.2889920714947,4.803653204873539
29693,WASP-72 b,WASP-72,1,1,,6250.0,1.98,1.39,41.0400779,-30.1690785,434.754,0.7162844846299602,-0.5265497521176321,283.4962808965972,246.78792194482014,-218.4871181922518
29697,WASP-73 b,WASP-73,1,1,,6124.0,2.22,1.16,319.9496969,-58.1489328,316.678,5.584175651662894,-1.0148903338809252,127.92325417769052,-107.53188409631366,-268.99347692330184
29701,WASP-74 b,WASP-74,1,1,,5990.0,1.42,0.98,304.538843,-1.0760033,149.216,5.315205510564085,-0.0187798003473243,84.58530359068368,-122.89381355087399,-2.802081975049735
29705,WASP-75 b,WASP-75,2,1,,6090.0,1.39,1.18,342.3858995,-10.6754686,294.001,5.975761258677407,-0.18632207626326952,275.36718161993446,-87.4262084649639,-54.462476634235855
29712,WASP-76 b,WASP-76,2,1,F7,6250.0,1.73,1.46,26.632936,2.700389,194.459,0.4648324226729285,0.04713067913463716,173.63323362472838,87.07392314921465,9.161592079172744
29713,WASP-77 A b,WASP-77 A,2,1,,5500.0,0.95,1.0,37.1555223,-7.0606675,105.166,0.6484861994331763,-0.12323189526355673,83.18157549884867,63.03653684226763,-12.927028910881722
29718,WASP-78 b,WASP-78,1,1,,6100.0,2.46,1.87,63.7562662,-22.1163901,754.258,1.1127567639679736,-0.38600382590047794,308.98529308573495,626.7329767667369,-283.97006013632375
29722,WASP-79 b,WASP-79,1,1,,6600.0,1.6,1.43,66.3709016,-30.6004362,246.69,1.1583907604371724,-0.534078364236462,85.10711697748445,194.53313577049227,-125.57704339201491
29726,WASP-8 b,WASP-8,2,2,,,,1.04,359.9008737,-35.0313349,89.9606,6.281455226869267,-0.6114121353737985,73.66306863227656,-0.12744315179180116,-51.639574265088335
29733,WASP-80 b,WASP-80,1,1,,4143.0,0.59,0.58,303.1667996,-2.1444369,49.7876,5.291258835753828,-0.03742748450626039,27.218638445312536,-41.64708999046137,-1.8629896053835564
29739,WASP-81 b,WASP-81,1,1,,5870.0,1.28,1.08,304.2079924,3.2939492,398.505,5.309431078261888,0.0574902589334332,223.66887378893,-329.0200186876362,22.897537548374117
29740,WASP-82 b,WASP-82,1,1,F5,6490.0,2.18,1.63,72.6605916,1.8938365,275.664,1.2681665598669347,0.03305368241944559,82.11167800187802,262.9930040858619,9.110051240784223
29743,WASP-83 b,WASP-83,1,1,G8,5510.0,1.05,1.11,190.1519558,-19.2843527,271.103,3.318777707816728,-0.33657544873085826,-251.88542605159128,-45.10332312980179,-89.5335635080892
29745,WASP-84 b,WASP-84,1,1,K0,5314.0,0.75,0.84,131.1069959,1.8598933,100.588,2.288248750853706,0.03246126182078265,-66.09847556849094,75.75143165153122,3.2646399901059078
29748,WASP-85 A b,WASP-85 A,2,1,,5634.18,,,175.9080328,6.5637842,141.887,3.07017435306618,0.11455964568038199,-140.59763362105392,10.058350988722408,16.218993943754956
29753,WASP-87 b,WASP-87,2,1,,6450.0,1.63,1.2,185.3246821,-52.8408163,298.392,3.234525887856799,-0.9222462238764878,-179.46041518494602,-16.726016446726504,-237.8066134897653
29754,WASP-88 b,WASP-88,1,1,F6,6431.0,2.08,1.45,309.5112337,-48.4620833,523.756,5.401990099974631,-0.845822915960759,220.96933920899173,-267.9501881634259,-392.04029809284424
29757,WASP-89 b,WASP-89,1,1,,5000.0,0.88,0.92,313.9000261,-18.9714084,290.946,5.478588977541135,-0.33111354032050944,190.78411269944715,-198.2538458293788,-94.58546331939996
29759,WASP-90 b,WASP-90,1,1,F6,6430.0,1.98,1.55,315.5319489,7.0562793,466.433,5.507071403539499,0.12315530672532071,330.34465706061235,-324.26689870654627,57.29859896842907
29760,WASP-91 b,WASP-91,1,1,K3,4920.0,0.86,0.84,357.846434,-70.1528621,149.942,6.245598489820582,-1.2243984233425433,50.871134419479816,-1.9129849916584005,-141.03571014213708
29761,WASP-92 b,WASP-92,1,1,F7,,1.34,1.19,246.6920395,51.0411328,575.889,4.305588327734906,0.8908358213076724,-143.27216297923405,-332.5470523473281,447.8098766344433
29763,WASP-93 b,WASP-93,1,1,F4,6700.0,1.52,1.33,9.4587443,51.288778,370.284,0.16508623113924628,0.8951580454244322,228.4255115111903,38.056258184187136,288.9355422232951
29765,WASP-94 A b,WASP-94 A,2,2,,6153.0,1.62,1.45,313.7832393,-34.1357512,211.211,5.476550663358267,-0.5957812510816054,120.96461255213424,-126.21461871189267,-118.52223021241039
29768,WASP-94 B b,WASP-94 B,2,2,F9,6040.0,1.35,1.24,313.7882932,-34.135724,208.696,5.476638870553334,-0.5957807763520488,119.53526203233193,-124.70121189443579,-117.11084193583774
29769,WASP-95 b,WASP-95,1,1,G2,5630.0,1.13,1.11,337.4578243,-48.0030988,137.544,5.889750120651529,-0.8378121252201389,84.99810569859218,-35.28069293140566,-102.2200893656957
29772,WASP-96 b,WASP-96,1,1,G8,5540.0,1.05,1.06,1.0465696,-47.3606352,352.464,0.018266085371280046,-0.8265990200759231,238.7127790326577,4.360833008943466,-259.28375104887243
29774,WASP-97 b,WASP-97,1,1,G5,5640.0,1.06,1.12,24.6051389,-55.7720006,151.068,0.4294406867155358,-0.973405040894253,77.2581290073888,35.37991529237758,-124.90389793830239
