,index,planet_name,starname,number_stars,number_planets,spectral_type,star_temp,star_radius,star_mass,right_ascencion,declination,distance,alpha,delta,X,Y,Z
544,28832,Qatar-4 b,Qatar-4,1,1,K1 V,5215.0,0.85,0.9,4.859275,44.0275965,329.036,0.08481034800984746,0.7684265206645317,235.7282528122109,20.040266723719597,228.68158612302952
545,28834,Qatar-5 b,Qatar-5,1,1,G2 V,5747.0,1.08,1.13,7.0539375,42.0613451,367.658,0.12311443460489752,0.7341089598125835,270.8935508568675,33.520435980578156,246.3036123158362
546,28835,Qatar-6 b,Qatar-6,2,1,K2 V,5052.0,0.72,0.82,222.2100773,22.1526136,100.848,3.878297479996111,0.3866360452420741,-69.18283864516587,-62.753343338618755,38.02725129196661
547,28836,Qatar-7 b,Qatar-7,1,1,F4 V,6387.0,1.56,1.41,358.5151344,37.0218242,705.981,6.257269513509986,0.6461527273845157,563.4703460869064,-14.606051320654405,425.08470297873623
548,28838,Qatar-8 b,Qatar-8,1,1,G0 V,5738.0,1.31,1.03,157.4123405,70.5270835,281.498,2.747363624995417,1.2309298189039664,-86.64229391628233,36.04381330181364,265.39608217075954
549,28839,Qatar-9 b,Qatar-9,1,1,K5 V,4309.0,0.7,0.72,160.748095,60.9641194,213.771,2.805583524058634,1.06402460910895,-97.95310501478625,34.2104096231118,186.9033909065888
550,28846,Ross 128 b,Ross 128,1,1,M4,3192.0,0.2,0.17,176.9376036,0.7992898,3.37454,3.0881437534085716,0.013950238687606973,-3.36939309592983,0.180262044587798,0.04707411158399602
551,28857,TIC 172900988 b,TIC 172900988 Aa,2,1,F9,6050.0,1.38,1.24,128.6616644,31.5539793,250.956,2.245569664875975,0.5507208308911357,-133.59740511305094,166.98566633398875,131.32568112160357
552,28863,TIC 237913194 b,TIC 237913194,1,1,G3,5788.0,1.09,1.03,22.4458116,-60.7399096,306.063,0.39175331570233646,-1.0601114098837119,138.26267983754062,57.117137384629004,-267.0124041128561
553,28867,TOI-1062 b,TOI-1062,1,2,G9 V,5328.0,0.84,0.94,38.1209678,-78.0236828,82.1733,0.6653364021567393,-1.3617701593916685,13.414622208940369,10.526337073657551,-80.38467124827436
554,28870,TOI-1130 b,TOI-1130,1,2,K7,4250.0,0.69,0.68,286.3760037,-41.4376399,58.2609,4.998204163268464,-0.7232232505107739,12.314229248478917,-41.90495020077113,-38.55732583435731
555,28874,TOI-1201 b,TOI-1201,2,1,M2.0 V,3476.0,0.51,0.51,42.2476999,-14.5372835,37.8871,0.7373614646494792,-0.25372346137084506,27.147842646622955,24.657375108120693,-9.510038844380698
556,28876,TOI-122 b,TOI-122,1,1,M3 V,3403.0,0.33,0.31,332.9482355,-58.946085,62.118,5.811042948180469,-1.0288032644104417,28.537567671706988,-14.573108113975227,-53.21538945907597
557,28879,TOI-1231 b,TOI-1231,1,1,M3 V,3553.0,0.48,0.48,156.74726,-52.4678724,27.6227,2.7357557804796073,-0.9157371248962592,-15.461027189930872,6.643457375666937,-21.905128797154212
558,28880,TOI-1235 b,TOI-1235,1,1,M0.5 V,3997.0,0.62,0.63,152.2182549,69.2766204,39.6345,2.656709729644992,1.2091051206342711,-12.408266443120908,6.5370852478947565,37.07013664107912
559,28883,TOI-125 b,TOI-125,1,3,K0 V,5320.0,0.85,0.86,23.5934253,-66.6763495,111.059,0.4117829533083309,-1.163721831985475,40.29539472799777,17.599118883315438,-101.98359504962443
560,28894,TOI-1260 b,TOI-1260,1,2,K6 V,4227.0,0.65,0.66,157.1440712,65.8541986,73.5977,2.7426814424283967,1.1493725918322404,-27.742098025733213,11.693582681507253,67.1584511918743
561,28898,TOI-1266 b,TOI-1266,1,2,M3,3600.0,0.42,0.45,197.9965833,65.8336973,36.0118,3.4556922862842194,1.149014776646301,-14.02145576499775,-4.554922755740463,32.85576351508893
562,28902,TOI-1278 b,TOI-1278,1,1,M0 V,3799.0,0.57,0.54,320.4784442,35.648625,75.5759,5.593404032958925,0.6221858800587636,47.373437935263546,-39.08159186810312,44.046602775455334
563,28908,TOI-132 b,TOI-132,1,1,G8 V,5397.0,0.9,0.97,338.3996623,-43.436872,163.678,5.906188294771927,-0.7581164331673343,110.50543604938052,-43.752950674312245,-112.53761857631194
564,28913,TOI-1431 b,TOI-1431,1,1,Am C,7690.0,1.92,1.9,316.2036922,55.5880221,148.925,5.518795535852711,0.9701940103163726,60.749546874558604,-58.24920655199189,122.86243573850876
565,28922,TOI-150.01,TOI-150,1,1,F,6255.0,1.53,1.35,112.965421,-73.6060358,336.267,1.9716185373515454,-1.2846676740508185,-37.03082924096147,87.38576033387437,-322.59563212417714
566,28923,TOI-1518 b,TOI-1518,1,1,F0,7300.0,1.95,1.79,352.2675207,67.0348062,225.888,6.148228084052279,1.1699780816263086,87.33373724544201,-11.858400368935106,207.98457929239405
567,28926,TOI-157 b,TOI-157,1,1,G9 IV,5404.0,1.17,0.95,73.7014398,-76.6806061,355.683,1.2863327879703912,-1.3383290488698483,22.9963985483627,78.6488866012558,-346.1154645189776
568,28929,TOI-163 b,TOI-163,1,1,F,6495.0,1.65,1.44,79.7682532,-71.8955269,411.719,1.392218656904503,-1.2548136618611518,22.726332392093433,125.90732339044807,-391.3353992340294
569,28931,TOI-1634 b,TOI-1634,2,1,M2,3550.0,0.45,0.5,56.3906096,37.1122803,35.2736,0.9842018047267226,0.647731484158029,15.570243396762953,23.426769514104333,21.283346721288723
570,28936,TOI-1685 b,TOI-1685,1,1,M3.0 V,3434.0,0.49,0.49,68.5939529,43.0370395,37.6153,1.1971903250629128,0.7511380395858541,10.034441145005166,25.596923329668286,25.67135175740675
571,28937,TOI-169 b,TOI-169,1,1,G1 V,5880.0,1.29,1.15,16.7786879,-75.1989452,407.84,0.2928433480195331,-1.3124691877667858,99.75264425455894,30.076616606986892,-394.3073327972734
572,28940,TOI-1728 b,TOI-1728,1,1,M0,3980.0,0.62,0.65,120.6116787,64.7971531,60.798,2.105070909672514,1.1309236675138505,-13.183248868726501,22.28128979034391,55.010388823784346
573,28942,TOI-1749 b,TOI-1749,1,3,M0 V,3985.0,0.55,0.58,282.7372281,64.419466,99.5561,4.934695548307231,1.1243317840765414,9.477612578873881,-41.92843830076678,89.7975387673491
574,28947,TOI-178 b,TOI-178,1,6,K,4316.0,0.65,0.65,7.3020115,-30.4541159,62.699,0.12744414269348991,-0.5315245932389562,53.61041707800347,6.869565828868892,-31.77887422558185
575,28957,TOI-1789 b,TOI-1789,1,1,F,5991.0,2.17,1.51,142.743406,26.5399951,229.067,2.4913424202110286,0.4632102979581617,-163.10924572701288,124.06078141832347,102.35226895990091
576,28961,TOI-1899 b,TOI-1899,1,1,M0,3841.0,0.61,0.63,299.4268472,40.1433462,128.438,5.225984352505964,0.7006335639579542,48.238163799598055,-85.51523330220598,82.80425273204526
577,28962,TOI-201 b,TOI-201,1,1,F6 V,6394.0,1.32,1.32,87.4017825,-54.910423,113.825,1.5254488767369607,-0.9583676750128223,2.9662042338676686,65.36576424542385,-93.13779642043639
578,28965,TOI-2076 b,TOI-2076,1,3,K,5187.0,0.76,0.85,217.3920159,39.7903991,41.9091,3.794206445002864,0.6944734749775885,-25.58491437254717,-19.555495404730824,26.821025685737315
579,28973,TOI-220 b,TOI-220,1,1,K0 V,5298.0,0.86,0.82,91.7996988,-61.9972098,90.7402,1.6022069963990875,-1.0820554380596952,-1.33799525899267,42.582829701078055,-80.11676653095716
580,28974,TOI-2202 b,TOI-2202,1,2,K8 V,5144.0,0.79,0.82,51.2284214,-73.9575458,235.933,0.894104624029123,-1.2908026809045037,40.829343186246575,50.833076503035876,-226.74510701934935
581,28977,TOI-237 b,TOI-237,1,1,M4.5 V,3212.0,0.21,0.18,353.2435381,-29.416487,38.0749,6.1652628012390345,-0.5134145525201091,32.93566754249965,-3.901959757312083,-18.70065569952701
582,28980,TOI-2406 b,TOI-2406,1,1,M4 V,3100.0,0.2,0.16,8.8060544,-3.3720833,55.419,0.15369464338973376,-0.0588539562365157,54.67091139476986,8.469419822646392,-3.2597447956836088
583,28985,TOI-269 b,TOI-269,1,1,M2 V,3514.0,0.4,0.39,75.8462827,-54.1777213,57.0225,1.3237673585134146,-0.9455796179128626,8.160684639099705,32.36060976723551,-46.23591318405925
584,28988,TOI-270 b,TOI-270,1,3,M3.0 V,3386.0,0.38,0.4,68.4160804,-51.9573937,22.4793,1.194085864289159,-0.9068275908199589,5.095943552039145,12.881445494468549,-17.703633801495855
585,28998,TOI-421 b,TOI-421,2,2,G9 V,5325.0,0.87,0.85,81.8532824,-14.2767404,74.7969,1.4286092814447262,-0.24917612643249223,10.27199982597095,71.75536125755029,-18.445335453271163
586,29009,TOI-481 b,TOI-481,1,1,G,5735.0,1.66,1.14,110.5126861,-57.384998,179.366,1.9288102376679714,-1.0015571563503611,-33.876950976931276,90.54689858972786,-151.08200853936296
587,29012,TOI-519 b,TOI-519,1,1,M3.5,3350.0,0.37,0.37,124.6067582,-19.6627918,115.557,2.174798200826443,-0.3431804570441424,-61.80263165265951,89.56541080636293,-38.8830574529979
588,29013,TOI-530 b,TOI-530,1,1,M0.5 V,3659.0,0.54,0.53,103.4128333,12.8815784,148.762,1.804894429901033,0.22482595593378313,-33.63923605002178,141.06257386176125,33.16450960689851
589,29018,TOI-540 b,TOI-540,1,1,M V,3216.0,0.19,0.16,76.3096949,-47.9375391,14.0022,1.331855427197325,-0.8366678925985193,2.220150933230341,9.114127093596666,-10.395442366510606
590,29019,TOI-558 b,TOI-558,1,1,F V,6466.0,1.5,1.35,42.2915093,-58.0246828,402.63,0.7381260829228024,-1.0127217622853224,157.72117321412313,143.4725061887675,-341.54148853085866
591,29022,TOI-559 b,TOI-559,1,1,G V,5925.0,1.23,1.03,46.8186159,-31.1629951,233.266,0.8171389986815683,-0.5438968692778595,136.59201689776398,145.5504635867154,-120.70919693831608
592,29025,TOI-561 b,TOI-561,1,5,G9 V,5455.0,0.85,0.79,148.1851516,6.216103,85.799,2.5863187979869435,0.10849146399309709,-72.47956510526696,44.96524276667467,9.290209151864241
593,29039,TOI-674 b,TOI-674,1,1,M2 V,3514.0,0.42,0.42,164.5865592,-36.8581092,46.0851,2.8725773625685647,-0.6432953615996132,-35.54753254152373,9.800393990163302,-27.643473910796413
594,29042,TOI-677 b,TOI-677,1,1,F8,6295.0,1.28,1.18,144.1193594,-50.4630933,141.812,2.5153573373950397,-0.8807471288260906,-73.14357379131998,52.90946212213844,-109.36749871410487
595,29045,TOI-700 b,TOI-700,1,3,M2 V,3480.0,0.42,0.42,97.0957165,-65.5786149,31.1265,1.6946399425079848,-1.144562748902412,-1.5896818362382412,12.77051218117119,-28.34159368384376
596,29052,TOI-763 b,TOI-763,1,2,G,5450.0,0.9,0.92,194.468098,-39.7580613,95.1274,3.3941086001909997,-0.693909073894737,-70.81020664329517,-18.270706894584986,-60.83845934494069
597,29056,TOI-776 b,TOI-776,1,2,M1 V,3709.0,0.54,0.54,178.577997,-37.5533568,27.1701,3.1167740192665563,-0.6554297213362017,-21.53344361755125,0.5345404200316193,-16.560175316677473
598,29060,TOI-813 b,TOI-813,1,1,G0 IV,5907.0,1.94,1.32,72.6940102,-60.9054608,263.145,1.2687498244683415,-1.0630008234043395,38.06331642560589,122.16225704222656,-229.94098791218835
599,29062,TOI-824 b,TOI-824,1,1,K4 V,4600.0,0.69,0.71,222.1654705,-57.5888666,63.9262,3.877518944467333,-1.0051153346617923,-25.39668960192997,-23.00043784830101,-53.96801888609276
600,29065,TOI-837 b,TOI-837,1,1,G0/F9 V,6047.0,1.02,1.12,157.0372806,-64.5052107,142.488,2.7408175948482163,-1.1258283114076764,-56.47103511452135,23.92717976878029,-128.61315020404007
601,29067,TOI-849 b,TOI-849,1,1,G,5373.8,0.92,0.93,28.7157956,-29.4217086,225.734,0.5011851805497006,-0.5135056866323313,172.4389488964125,94.46936434470284,-110.8881727679207
602,29068,TOI-892 b,TOI-892,1,1,F,6261.0,1.39,1.28,86.738228,-11.2353401,340.543,1.5138676659455361,-0.19609367732634897,19.004845603284707,333.4754431741408,-66.3511830520427
603,29074,TOI-942 b,TOI-942,3,2,K2.5 V,4969.0,0.89,0.88,76.6496172,-20.2456126,152.601,1.337788190533277,-0.3533525989532498,33.05941551243593,139.303902625223,-52.806845771722585
604,29113,Teegarden's Star b,Teegarden's Star,1,2,M7.0 V,2904.0,0.11,0.09,43.2691449,16.8649024,3.83078,0.7551890430275126,0.2943480749074937,2.669385847276119,2.5127892566737575,1.111370666477616
605,29116,TrES-1 b,TrES-1,2,1,K0 V,5250.0,0.85,0.88,286.0408755,36.632536,159.658,4.992355072762182,0.6393583665553535,35.40310636362849,-123.13369528853555,95.26484193235024
606,29144,TrES-2 b,TrES-2,2,1,G0 V,5960.0,1.0,1.08,286.8085258,49.3164211,215.32,5.005753098001104,0.8607339234950037,40.58937544300023,-134.366233868928,163.28172033950318
607,29159,TrES-3 b,TrES-3,1,1,G4 V,5720.0,0.8,0.9,268.0291106,37.5463268,231.337,4.677990471162035,0.6553070246897865,-6.308063427787538,-183.3095489603513,140.9773923887925
608,29184,V1298 Tau b,V1298 Tau,1,4,K0,4970.0,1.31,1.1,61.331654,20.1570318,108.199,1.0704392979939503,0.3518065723391991,48.728030710830645,89.12042112772653,37.284757771253105
609,29198,WASP-1 b,WASP-1,2,1,F7 V,6200.0,1.24,1.15,5.1669536,31.9899732,393.072,0.09018035261777409,0.5583303599647466,332.0257192018403,30.023629612278235,208.23808642370255
610,29216,WASP-101 b,WASP-101,1,1,F6,6400.0,1.29,1.34,98.3511016,-23.486086,201.224,1.7165505458834631,-0.40990952910654493,-26.80437827253946,182.59708510777764,-80.19306697941917
611,29220,WASP-103 b,WASP-103,1,1,F8 V,6110.0,1.44,1.22,249.3148604,7.1833758,375.647,4.351365188130027,0.12537355911808168,-131.64913547790354,-348.6727960871202,46.9729177900427
612,29222,WASP-104 b,WASP-104,2,1,G8,5475.0,0.96,1.08,160.6023689,7.4350768,185.932,2.8030401238075435,0.12976657029864394,-173.9032740543161,61.23292853284391,24.0600989291617
613,29224,WASP-105 b,WASP-105,1,1,K2,5070.0,0.9,0.89,24.1678686,-50.659308,169.272,0.4218088802593524,-0.8841717213819036,97.90120677085159,43.93257155128433,-130.91330281412291
614,29225,WASP-106 b,WASP-106,1,1,F9,6055.0,1.39,1.19,166.4296276,-5.0794854,352.181,2.9047449744880285,-0.08865374453698119,-341.0045110533672,82.31104329416125,-31.18128211091842
615,29230,WASP-107 b,WASP-107,1,2,K6,4430.0,0.66,0.69,188.3864277,-10.1462141,64.7414,3.2879634294352487,-0.1770848426572732,-63.04747657898638,-9.294781447993886,-11.404894072993084
616,29235,WASP-11 b,WASP-11,3,1,K3 V,4900.0,0.77,0.81,47.3689472,30.6733817,124.73,0.826744091843349,0.5353515033859756,72.65732871295111,78.92835329097483,63.63018569101646
617,29241,WASP-113 b,WASP-113,1,1,G1,5890.0,1.61,1.32,224.8728589,46.9600996,435.156,3.9247717861776343,0.8196083550844722,-210.47425778118205,-209.54222673170054,318.0462016182258
618,29242,WASP-114 b,WASP-114,2,1,G0,5940.0,1.43,1.29,327.6656953,10.4629385,523.337,5.718845228821508,0.18261272625867672,434.83681321666865,-275.25695722763777,95.03772376458917
619,29243,WASP-117 b,WASP-117,1,1,F9,6038.0,1.17,1.13,36.7758112,-50.2844247,157.963,0.6418589905318068,-0.877628773486162,80.84711159944979,60.42815036809516,-121.5092282837686
620,29250,WASP-118 b,WASP-118,1,1,F6,6410.0,1.7,1.32,19.5505861,2.7027847,376.658,0.3412220981396374,0.04717249198752718,354.5474698172875,125.90423568564765,17.76130756933556
621,29251,WASP-119 b,WASP-119,1,1,G5,5650.0,1.2,1.02,55.9336392,-65.19378,302.448,0.9762261666625671,-1.1378461128208288,71.07903948116153,105.11618724582698,-274.54170908868423
622,29266,WASP-120 b,WASP-120,1,1,F5,6450.0,1.87,1.39,62.6160813,-45.8982434,381.174,1.0928567833814513,-0.8010754682117567,122.01212872584317,235.547045080364,-273.7229407150545
623,29270,WASP-121 b,WASP-121,1,1,F6 V,6459.0,1.46,1.35,107.6002312,-39.0972705,269.898,1.877978310347129,-0.6823760987678497,-63.335651058591154,199.65647425601438,-170.2081607815614
624,29271,WASP-123 b,WASP-123,2,1,G5,5740.0,1.28,1.17,289.4792124,-32.8601244,197.996,5.052365372459996,-0.5735173633949261,55.46059843525021,-156.79666631791983,-107.43064492401983
625,29272,WASP-124 b,WASP-124,1,1,F9,6050.0,1.02,1.07,332.7143373,-30.7497189,448.637,5.806960654475981,-0.536683838867729,342.6618458618864,-176.7523930905974,-229.38310464433022
626,29274,WASP-126 b,WASP-126,1,2,G2,5800.0,1.27,1.12,63.374706,-69.2265926,216.526,1.1060972821834056,-1.208231970806742,34.41638894751846,68.65222442454596,-202.44972938824813
627,29281,WASP-129 b,WASP-129,2,1,G1,5900.0,0.9,1.0,176.2990518,-42.0639575,301.462,3.0769989220540355,-0.7341545547939627,-223.33788162490012,14.446324466343972,-201.9674027775651
628,29287,WASP-130 b,WASP-130,1,1,G6,5625.0,0.96,1.04,203.1060194,-42.4752733,172.256,3.544868769149478,-0.7413333697694371,-116.85868712417391,-49.858965268846624,-116.31964735991241
629,29288,WASP-131 b,WASP-131,1,1,G0,6030.0,1.53,1.06,210.1935714,-30.5836084,200.075,3.668569887455787,-0.533784663720595,-148.87421930813989,-86.62450424158042,-101.79718913257024
630,29289,WASP-132 b,WASP-132,1,1,K4,4775.0,0.74,0.8,217.6091998,-46.159516,122.91,3.797997019140186,-0.8056355353270029,-67.44242769055235,-51.954914636060565,-88.65141788129662
631,29290,WASP-133 b,WASP-133,1,1,G4,5700.0,1.44,1.16,314.5754375,-35.7966224,559.084,5.49037713027664,-0.6247689219731546,318.2683587115704,-323.0204040806816,-327.013745042309
632,29291,WASP-135 b,WASP-135,1,1,G5 V,5675.0,0.96,0.98,267.2848846,29.8790428,298.214,4.665001277083087,0.5214876742043056,-12.24869484257021,-258.2848309439258,148.56145319335454
633,29294,WASP-139 b,WASP-139,2,1,K0,5310.0,0.8,0.92,49.562173,-41.3020235,212.472,0.8650231032930356,-0.7208562978110722,103.53159798360967,121.4866220095249,-140.23751165674275
634,29303,WASP-140 b,WASP-140,2,1,K0,5260.0,0.87,0.9,60.3855387,-20.4509991,117.598,1.0539264709054563,-0.3569372696173971,54.44963685917224,95.79239122195835,-41.08946864932118
635,29304,WASP-141 b,WASP-141,1,1,F9,5900.0,1.37,1.25,71.8244347,-17.1151736,516.543,1.2535728688986656,-0.2987161313704109,153.98972500166397,469.03646971247974,-152.01521477327853
636,29305,WASP-142 b,WASP-142,1,1,F8,6010.0,1.64,1.33,140.5063164,-23.946102,730.933,2.4522978410289062,-0.41793832291839916,-515.5074119589118,424.8560768580621,-296.6689614051345
637,29306,WASP-144 b,WASP-144,1,1,K2 V,5200.0,0.81,0.81,320.7628761,-40.0484393,355.513,5.598368306111628,-0.6989771260700931,210.78613655693493,-172.1405200102461,-228.7495118574097
638,29307,WASP-145 A b,WASP-145 A,2,1,K2 V,4900.0,0.68,0.76,322.2537644,-58.8361466,91.299,5.624389215726089,-1.0268844773560672,37.35887594562336,-28.922406534280903,-78.12372360138315
639,29308,WASP-147 b,WASP-147,1,1,G4,5702.0,1.43,1.04,359.1915117,-22.1532316,436.098,6.269074524380734,-0.38664683137685146,403.8644650207599,-5.699222016431326,-164.44597400332694
640,29309,WASP-148 b,WASP-148,1,2,G,5460.0,1.03,1.0,254.1305022,44.3025361,246.353,4.435413993136693,0.7732251219286478,-48.2102249463849,-169.58591036351152,172.06450483989428
641,29313,WASP-15 b,WASP-15,1,1,F7,6300.0,1.44,1.18,208.9280111,-32.1597118,282.091,3.6464816933382598,-0.561292857402472,-209.01246172943863,-115.51443596643033,-150.151717293401
642,29318,WASP-150 b,WASP-150,1,1,F8,6218.0,1.65,1.39,264.2630197,53.0212751,527.995,4.6122597850276374,0.9253958241006857,-31.747792809911225,-316.0079546847521,421.79351613397114
643,29319,WASP-151 b,WASP-151,1,1,G1,5871.0,1.14,1.08,349.0634651,0.3066895,453.099,6.0923067644153175,0.005352741556295149,444.8634136051646,-85.9614152203173,2.425310264775909
644,29320,WASP-153 b,WASP-153,1,1,G0,5914.0,1.73,1.34,279.2624729,40.0186905,610.176,4.874049629366437,0.6984579115615758,75.21443292829602,-461.2010827985582,392.3660297231558
645,29321,WASP-156 b,WASP-156,1,1,K3,4910.0,0.76,0.84,32.782085,2.4181937,122.066,0.5721553189186454,0.042205442015983995,102.53388382648579,66.03321305283042,5.15032012366435
646,29328,WASP-157 b,WASP-157,1,1,G2 V,5838.0,1.13,1.26,201.6551525,-8.3176353,334.037,3.5195463647362746,-0.14517012196510629,-307.19559135499776,-121.96952785228088,-48.3220477271491
647,29330,WASP-158 b,WASP-158,1,1,F6 V,6350.0,1.39,1.38,4.1463468,-10.9764226,524.993,0.07236740358953082,-0.19157471446031651,514.0396112477528,37.26478713895261,-99.9613112996618
648,29331,WASP-159 b,WASP-159,1,1,F9,6120.0,2.11,1.41,68.1364792,-38.9682973,715.383,1.189205902756632,-0.6801250917810165,207.12944045254469,516.2000996343245,-449.897420224132
649,29338,WASP-160 B b,WASP-160 B,2,1,K0 V,5298.0,0.87,0.87,87.679561,-27.6233218,288.326,1.530297026153212,-0.48211791574792656,10.343169471431656,255.2516650064318,-133.68428715720322
650,29340,WASP-162 b,WASP-162,1,1,K0,5300.0,1.11,0.95,168.2929079,-17.6577794,310.841,2.9372653506105757,-0.3081863891208288,-290.0342539782365,60.10064772842618,-94.28770303126184
651,29342,WASP-164 b,WASP-164,1,1,G2 V,5806.0,0.93,0.95,344.8735878,-60.4478194,327.506,6.0191796102757475,-1.0550134741809032,155.93454036994598,-42.15149362608423,-284.89972049951865
652,29343,WASP-165 b,WASP-165,1,1,G6,5599.0,1.75,1.25,357.5806472,-17.0775947,602.236,6.240959635052242,-0.29806025583613327,575.1690186470784,-24.30134327449437,-176.8565644798407
653,29344,WASP-166 b,WASP-166,1,1,F9 V,6050.0,1.22,1.19,144.8751047,-20.9824191,114.173,2.528547581186512,-0.36621229832834534,-87.18994058117492,61.334731144351736,-40.8832355116529
654,29346,WASP-167 b,WASP-167,1,1,F1 V,7000.0,1.79,1.59,196.0437932,-35.5495292,423.552,3.4216096694388707,-0.6204563320738657,-331.1853005500722,-95.23986720128283,-246.255885409954
655,29347,WASP-168 b,WASP-168,2,1,F9 V,6000.0,1.12,1.08,96.7446427,-46.8213635,303.941,1.6885125487804968,-0.817186953348096,-24.42603428072441,206.53997185267173,-221.64101686604496
656,29348,WASP-169 b,WASP-169,1,1,F8,6110.0,2.01,1.34,127.3872297,-12.9447683,627.066,2.2233265832593085,-0.22592882774278908,-371.07739955090153,485.57335217578003,-140.47010911690944
657,29357,WASP-17 b,WASP-17,1,1,F4,6650.0,1.58,1.2,239.9622479,-28.0617941,405.908,4.188131306341849,-0.4897707010617189,-179.29923220883725,-310.08335862689046,-190.94868550474155
658,29360,WASP-171 b,WASP-171,1,1,G0,5965.0,1.64,1.17,171.8450533,-44.0887035,757.84,2.999261983350147,-0.7694930390105478,-538.8245934700159,77.21336769681388,-527.2832435425848
659,29361,WASP-172 b,WASP-172,1,1,F1 V,6900.0,1.91,1.49,199.433742,-47.2375748,538.11,3.480775437472901,-0.8244512109171018,-344.5397299645519,-121.55970453144711,-395.0670636868897
660,29362,WASP-173 A b,WASP-173 A,2,1,G3,5800.0,1.11,1.05,354.1686959,-34.6113042,232.98,6.181409850949541,-0.604081216699342,190.75597557663698,-19.481587949135367,-132.33406935776435
661,29364,WASP-174 b,WASP-174,1,1,F6 V,6400.0,1.31,1.3,195.7940145,-41.3848617,410.149,3.4172502087225194,-0.7223020971474978,-296.11109257777866,-83.75758358000617,-271.1551036698968
662,29365,WASP-175 b,WASP-175,1,1,F7,6229.0,1.2,1.21,166.3187996,-34.1227453,539.36,2.902810660984628,-0.5955542553044202,-433.83382956284487,105.6064934225498,-302.56352469164136
663,29366,WASP-176 b,WASP-176,1,1,F9,5941.0,1.93,1.34,313.6872928,9.1790688,568.42,5.474876081027503,0.16020497282708487,387.5925727236823,-405.77259293200717,90.67467559728351
664,29367,WASP-177 b,WASP-177,1,1,K2,5017.0,0.89,0.88,334.7969885,-1.8344301,176.818,5.843309775086592,-0.032016845142688835,159.90376053156908,-75.25526407246281,-5.660187386166147
665,29368,WASP-178 b,WASP-178,1,1,A1 IV-V,9360.0,1.67,2.07,227.270329,-42.7049658,427.678,3.966615533140752,-0.7453422601615742,-213.25273167063705,-230.85977989491565,-290.0612110329169
666,29377,WASP-18 b,WASP-18,2,2,F6,6400.0,1.36,1.24,24.3544618,-45.6777937,123.483,0.42506554596118473,-0.797227895111723,78.59904742672704,35.57881195764347,-88.34245396350364
667,29384,WASP-180 A b,WASP-180 A,2,1,F7 V,6600.0,1.19,1.3,123.3922465,-1.9827874,253.985,2.1536009728574492,-0.03460616849705782,-139.70146144287156,211.93078667207766,-8.787693456202929
668,29385,WASP-181 b,WASP-181,1,1,G2,5839.0,0.96,1.04,26.7932253,3.1329325,437.495,0.46762999871364547,0.05467998736773725,389.94148337511933,196.91574854746065,23.910302009903234
669,29386,WASP-182 b,WASP-182,1,1,G5,5638.0,1.34,1.08,311.673345,-41.8209828,327.602,5.4397260609542055,-0.7299138462799173,162.32415069054025,-182.35936755617382,-218.44679345576822
670,29387,WASP-183 b,WASP-183,1,1,G9,5313.0,0.87,0.78,163.7888521,-0.7370663,325.377,2.858654747207029,-0.01286423374049228,-312.4139580919501,90.8305652544843,-4.185610334481793
671,29388,WASP-184 b,WASP-184,1,1,G0 V,6000.0,1.65,1.23,209.51701,-30.348153,663.231,3.6567616634338846,-0.5296751917489947,-498.0637524996697,-281.9861427314893,-335.09949733528987
672,29389,WASP-185 b,WASP-185,1,1,G0 V,5900.0,1.5,1.12,214.0595791,-19.5423062,279.35,3.73604445072824,-0.34107758662290144,-218.09755628361768,-147.43886034285367,-93.44335666014315
673,29390,WASP-186 b,WASP-186,1,1,F,6361.0,1.47,1.22,18.9953122,21.6169065,278.514,0.3315307403342476,0.37728619252076356,244.8257695854705,84.27786759033292,102.6042483394738
674,29393,WASP-187 b,WASP-187,1,1,F,6150.0,2.83,1.54,17.47474,25.6816494,371.414,0.3049917489299539,0.4482293393728262,319.276477862622,100.51275544380549,160.95985857577153
675,29403,WASP-190 b,WASP-190,1,1,F6 IV-V,6400.0,1.6,1.35,7.7095292,-40.5734613,542.251,0.13455666831864443,-0.7081404886154987,408.15601760167897,55.25398403082151,-352.69223062786574
676,29404,WASP-192 b,WASP-192,1,1,G0 V,5910.0,1.32,1.09,223.6587187,-38.7445469,508.885,3.903581042106812,-0.6762199105983623,-287.1444764054669,-274.0056774445136,-318.48529263217705
677,29412,WASP-2 b,WASP-2,2,1,K1 V,5200.0,0.78,0.79,307.7255587,6.4293305,153.242,5.370824191854082,0.11221298592389328,93.175986233699,-120.4445582641815,17.159677675402786
678,29418,WASP-20 b,WASP-20,2,1,F9,5940.0,1.39,1.2,5.1605621,-23.9357894,211.877,0.09006879989863287,-0.417758334093958,192.87075363945857,17.418765408498626,-85.96116641362526
679,29428,WASP-22 b,WASP-22,1,1,G1 V,6000.0,1.13,1.1,52.8180374,-23.8197924,317.652,0.9218486570715052,-0.4157338045215222,175.6202818899913,231.52248808565935,-128.2873618230015
680,29450,WASP-28 b,WASP-28,1,1,F8,6084.0,1.12,1.01,353.6162694,-1.5799849,348.494,6.171768189649273,-0.027575938636793355,346.2015006927294,-38.73318107644081,-9.608831240154418
681,29523,WASP-4 b,WASP-4,1,1,G8,5500.0,0.9,0.93,353.5629149,-42.0617794,267.206,6.170836977953518,-0.734116539777525,197.1291801594051,-22.240788369629687,-179.00972068124725
