,xsectmin,satno,diameter,mass,span,cosparId,xsectavg,name,vimpelId,objectClass,depth,height,shape,xsectmax,width
9236, None, 38234, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9237, None, 38233, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9238, None, 38232, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9239, None, 38231, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9240, None, 38230, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9241, None, 38229, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9242, None, 38228, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9243, None, 38227, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9244, None, 38226, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9245, None, 33856, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9246, None, 38225, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9247, None, 38224, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9248, None, 38035, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9249, None, 38034, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9250, None, 38033, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9251, None, 38032, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9252, None, 38031, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9253, None, 38030, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9254, None, 38029, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9255, None, 38028, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9256, None, 38027, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9257, None, 38026, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9258, None, 38025, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9259, None, 38024, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9260, None, 38023, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9261, None, 38022, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9262, None, 38021, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9263, None, 38020, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9264, None, 38019, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9265, None, 38018, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9266, None, 38017, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9267, None, 38016, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9268, None, 37566, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9269, None, 37565, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9270, None, 33855, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9271, None, 37564, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9272, None, 37563, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9273, None, 37562, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9274, None, 37561, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9275, None, 37560, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9276, None, 37559, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9277, None, 37558, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9278, None, 37557, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9279, None, 37556, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9280, None, 37555, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9281, None, 37554, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9282, None, 37553, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9283, None, 37552, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9284, None, 37551, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9285, None, 37550, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9286, None, 37549, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9287, None, 37548, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9288, None, 37136, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9289, None, 37135, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9290, None, 37134, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9291,attributes,,,,,,,,,,,,,,
9292, None, 35853, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9293, None, 35852, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9294, None, 35851, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9295, None, 35850, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9296, None, 33850, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9297, None, 35849, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9298, None, 35848, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9299, None, 35847, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9300, None, 35846, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9301, None, 35845, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9302, None, 35844, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9303, None, 35809, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9304, None, 35808, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9305, None, 35807, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9306, None, 35806, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9307, None, 35805, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9308, None, 35804, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9309, None, 35803, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9310, None, 35802, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9311, None, 35801, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9312, None, 35800, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9313, None, 35799, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9314, None, 35798, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9315, None, 35797, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9316, None, 35751, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9317, None, 35750, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9318, None, 35749, None, 1.0, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9319, None, 35748, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9320, None, 35747, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9321, None, 33849, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9322, None, 35746, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9323, None, 35745, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9324, None, 35744, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9325, None, 35743, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9326, None, 35742, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9327, None, 35741, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9328, None, 35740, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9329, None, 35739, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9330, None, 35738, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9331, None, 35737, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9332, None, 35736, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9333, None, 35735, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9334, None, 35734, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9335, None, 35733, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9336, None, 35732, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9337, None, 35680, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9338, None, 35679, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9339, None, 35678, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9340, None, 35677, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9341, None, 35632, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9342, None, 35631, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9343, None, 35630, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9344, None, 35629, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9345, None, 35628, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9346, None, 33778, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9347, None, 35627, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9348, None, 35626, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9349, None, 35625, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9350, None, 35624, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9351, None, 35623, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9352, None, 35622, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9353, None, 35621, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9354, None, 35620, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9355, None, 35619, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9356, None, 35618, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9357, None, 35617, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9358, None, 35616, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9359, None, 35615, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9360, None, 35490, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9361, None, 35489, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9362, None, 35488, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9363, None, 35487, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9364, None, 35486, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9365, None, 35485, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9366, None, 35484, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9367, None, 35483, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9368, None, 35482, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9369, None, 35481, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9370, None, 35480, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9371, None, 33777, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9372, None, 35479, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9373, None, 35478, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9374, None, 35477, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9375, None, 35306, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9376, None, 35305, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9377, None, 35304, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9378, None, 35303, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9379, None, 35302, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9380, None, 35301, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9381, None, 35300, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9382, None, 35299, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9383, None, 35298, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9384, None, 35297, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9385, None, 35296, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9386, None, 35295, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9387, None, 35294, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9388, None, 35293, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9389, None, 35081, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9390, None, 35080, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9391, None, 35079, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9392,attributes,,,,,,,,,,,,,,
9393, None, 34652, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9394, None, 34651, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9395, None, 34650, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9396, None, 34649, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9397, None, 33772, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9398, None, 34648, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9399, None, 34647, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9400, None, 34646, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9401, None, 34645, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9402, None, 34644, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9403, None, 34643, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9404, None, 34601, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9405, None, 34600, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9406, None, 34599, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9407, None, 34598, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9408, None, 34597, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9409, None, 34596, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9410, None, 34595, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9411, None, 34594, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9412, None, 34593, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9413, None, 34592, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9414, None, 34540, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9415, None, 34539, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9416, None, 34538, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9417, None, 34537, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9418, None, 34536, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9419, None, 34535, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9420, None, 34534, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9421, None, 34533, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9422, None, 33771, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9423, None, 34532, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9424, None, 34531, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9425, None, 34530, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9426, None, 34529, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9427, None, 34528, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9428, None, 34527, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9429, None, 34526, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9430, None, 34525, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9431, None, 34524, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9432, None, 34523, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9433, None, 34522, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9434, None, 34521, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9435, None, 34520, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9436, None, 34519, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9437, None, 34518, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9438, None, 34517, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9439, None, 34516, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9440, None, 34515, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9441, None, 34514, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9442, None, 34513, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9443, None, 34512, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9444, None, 34511, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9445, None, 34510, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9446, None, 34509, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9447, 13.5265198691126, 24951, 4.15, 4185.0, 6.5,1997, 27.9493753922024, Proton-K 8S812 (Proton-K/DM-2), None, Rocket Body, None, 6.5, Cyl, 30.176437244471, None
9448, None, 34508, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9449, None, 34507, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9450, None, 34506, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9451, None, 34505, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9452, None, 34504, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9453, None, 34503, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9454, None, 34502, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9455, None, 34501, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9456, None, 34500, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9457, None, 34499, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9458, None, 34498, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9459, None, 34497, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9460, None, 34496, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9461, None, 34495, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9462, None, 34494, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9463, None, 34493, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9464, None, 34492, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9465, None, 34491, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9466, None, 34490, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
9467, None, 34489, None, None, None,1997, None, Iridium 33 fragmentation debris, None, Payload Fragmentation Debris, None, None, None, None, None
